"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Aug","yes",3,4,"1.12","0.26","0.26"
"2","H","UnB","yes",1,0,"2.03","-0.32","-0.06"
"3","A","Dor","yes",0,-1,"0.39","0.75","0.69"
"4","H","Mai","yes",0,-2,"2.03","-0.32","0.36"
"5","A","Bie","yes",1,0,"1.68","-0.10","0.27"
"6","H","Wol","yes",3,2,"1.93","-0.26","0.01"
"7","A","Stu","yes",0,-2,"1.18","0.23","0.23"
"8","H","Kln","yes",3,5,"2.32","-0.52","-0.29"
"9","A","Mun","yes",0,-4,"0.48","0.68","0.40"
"10","H","Her","yes",3,2,"2.02","-0.32","0.08"
"11","A","Boc","yes",0,-2,"0.71","0.54","0.62"
"12","H","Lei","yes",3,2,"2.41","-0.57","0.05"
"13","A","Fur","yes",3,3,"2.04","-0.33","-0.29"
"14","H","Fra","yes",3,1,"1.83","-0.20","-0.49"
"15","A","Fbg","no",NA,NA,"1.09","0.28","-0.20"
"16","A","Lev","no",NA,NA,"0.99","0.36","0.16"
"17","H","BMg","no",NA,NA,"2.33","-0.53","-0.37"
"18","H","Aug","no",NA,NA,"2.42","-0.58","-0.95"
"19","A","UnB","no",NA,NA,"0.66","0.57","-0.39"
"20","H","Dor","no",NA,NA,"1.79","-0.17","-0.55"
"21","A","Mai","no",NA,NA,"1.05","0.31","-0.24"
"22","H","Bie","no",NA,NA,"2.18","-0.42","-0.66"
"23","A","Wol","no",NA,NA,"1.25","0.18","-0.48"
"24","H","Stu","no",NA,NA,"2.27","-0.48","-0.96"
"25","A","Kln","no",NA,NA,"0.80","0.48","-0.48"
"26","H","Mun","no",NA,NA,"0.99","0.35","-0.13"
"27","A","Her","no",NA,NA,"1.31","0.14","0.01"
"28","H","Boc","no",NA,NA,"2.23","-0.46","-0.45"
"29","A","Lei","no",NA,NA,"0.63","0.59","0.13"
"30","H","Fur","no",NA,NA,"2.66","-0.74","-0.61"
"31","A","Fra","no",NA,NA,"1.52","0.01","-0.60"
"32","H","Fbg","no",NA,NA,"1.77","-0.15","-0.75"
"33","H","Lev","no",NA,NA,"1.29","0.16","-0.60"
"34","A","BMg","no",NA,NA,"0.62","0.60","0.00"
