"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Wol","yes",0,-1,"0.84","0.37","0.37"
"2","H","Mai","yes",3,2,"1.98","-0.49","-0.12"
"3","A","Kln","yes",0,-1,"0.50","0.62","0.51"
"4","H","Her","yes",0,-2,"2.00","-0.50","0.01"
"5","A","Mun","yes",0,-7,"0.28","0.79","0.80"
"6","H","Stu","yes",1,0,"2.21","-0.66","0.14"
"7","A","Lei","yes",0,-3,"0.40","0.70","0.84"
"8","A","Fur","yes",3,1,"1.62","-0.22","0.62"
"9","H","Fra","yes",3,2,"1.65","-0.24","0.38"
"10","A","BMg","yes",0,-1,"0.39","0.71","1.09"
"11","H","Hof","yes",3,2,"2.05","-0.54","0.55"
"12","A","Lev","yes",0,-1,"0.69","0.48","1.03"
"13","H","Fbg","yes",3,1,"1.73","-0.30","0.73"
"14","A","Aug","no",NA,NA,"0.59","0.56","1.29"
"15","H","Dor","no",NA,NA,"1.76","-0.32","0.97"
"16","A","Bie","no",NA,NA,"1.15","0.14","1.11"
"17","H","UnB","no",NA,NA,"2.00","-0.50","0.61"
"18","H","Wol","no",NA,NA,"1.77","-0.32","0.28"
"19","A","Mai","no",NA,NA,"0.78","0.41","0.70"
"20","H","Kln","no",NA,NA,"2.26","-0.70","-0.00"
"21","A","Her","no",NA,NA,"0.86","0.36","0.35"
"22","H","Mun","no",NA,NA,"1.20","0.10","0.45"
"23","A","Stu","no",NA,NA,"0.76","0.43","0.88"
"24","H","Lei","no",NA,NA,"2.40","-0.80","0.09"
"25","H","Fur","no",NA,NA,"2.62","-0.97","-0.88"
"26","A","Fra","no",NA,NA,"1.05","0.21","-0.67"
"27","H","BMg","no",NA,NA,"2.31","-0.73","-1.41"
"28","A","Hof","no",NA,NA,"0.46","0.65","-0.75"
"29","H","Lev","no",NA,NA,"1.23","0.08","-0.68"
"30","A","Fbg","no",NA,NA,"0.68","0.49","-0.19"
"31","H","Aug","no",NA,NA,"2.40","-0.80","-0.99"
"32","A","Dor","no",NA,NA,"0.14","0.89","-0.10"
"33","H","Bie","no",NA,NA,"2.13","-0.60","-0.70"
"34","A","UnB","no",NA,NA,"0.40","0.70","0.00"
