"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Dor","yes",0,-3,"0.79","0.37","0.37"
"2","H","Aug","yes",1,0,"1.44","-0.15","0.22"
"3","A","Bie","yes",1,0,"1.96","-0.56","-0.34"
"4","H","Stu","yes",1,0,"1.55","-0.24","-0.58"
"5","A","Wol","yes",1,0,"1.57","-0.25","-0.83"
"6","H","Kln","yes",1,0,"1.02","0.18","-0.65"
"7","A","Mun","yes",3,1,"0.70","0.44","-0.21"
"8","H","Her","yes",0,-1,"1.49","-0.19","-0.40"
"9","A","Boc","yes",0,-2,"1.35","-0.08","-0.47"
"10","H","Lei","yes",1,0,"0.94","0.25","-0.22"
"11","A","Fur","yes",3,1,"2.02","-0.62","-0.84"
"12","A","Fbg","yes",3,2,"1.33","-0.06","-0.90"
"13","H","UnB","yes",3,1,"0.99","0.21","-0.68"
"14","A","Hof","yes",0,-1,"1.36","-0.09","-0.77"
"15","H","Lev","yes",3,3,"0.58","0.54","-0.23"
"16","A","BMg","yes",3,1,"1.36","-0.08","-0.31"
"17","H","Mai","yes",3,1,"1.59","-0.27","-0.58"
"18","H","Dor","yes",0,-1,"0.66","0.47","-0.11"
"19","A","Aug","yes",1,0,"1.50","-0.20","-0.30"
"20","H","Bie","yes",0,-2,"1.47","-0.17","-0.48"
"21","A","Stu","yes",3,1,"1.65","-0.32","-0.80"
"22","H","Wol","yes",0,-2,"1.15","0.08","-0.72"
"23","A","Kln","yes",0,-1,"1.21","0.04","-0.68"
"24","H","Mun","yes",0,-1,"0.46","0.63","-0.05"
"25","A","Her","yes",3,3,"1.70","-0.36","-0.41"
"26","H","Boc","yes",3,1,"1.38","-0.11","-0.51"
"27","A","Lei","yes",1,0,"1.00","0.21","-0.31"
"28","H","Fur","yes",1,0,"2.06","-0.64","-0.95"
"29","H","Fbg","yes",0,-1,"0.80","0.36","-0.59"
"30","A","UnB","yes",0,-2,"0.99","0.21","-0.38"
"31","H","Hof","yes",1,0,"1.16","0.07","-0.31"
"32","A","Lev","yes",0,-2,"1.18","0.05","-0.26"
"33","H","BMg","yes",1,0,"1.22","0.03","-0.23"
"34","A","Mai","yes",1,0,"0.97","0.23","0.00"
