"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Mun","yes",1,0,"0.62","0.51","0.51"
"2","A","Lev","yes",0,-4,"0.90","0.29","0.80"
"3","A","UnB","yes",0,-1,"0.69","0.45","1.25"
"4","H","Bie","yes",3,2,"1.60","-0.26","1.00"
"5","A","Aug","yes",0,-1,"1.10","0.13","1.13"
"6","H","Dor","yes",3,1,"1.09","0.14","1.27"
"7","A","Wol","yes",3,2,"1.44","-0.14","1.13"
"8","H","Stu","yes",1,0,"1.97","-0.55","0.58"
"9","A","Her","yes",0,-1,"1.14","0.10","0.69"
"10","H","Boc","yes",3,1,"1.99","-0.57","0.11"
"11","A","Mai","yes",1,0,"0.61","0.52","0.63"
"12","H","Fur","yes",3,4,"2.48","-0.96","-0.32"
"13","A","Kln","yes",0,-3,"0.83","0.35","0.02"
"14","H","Fbg","yes",0,-6,"1.21","0.05","0.07"
"15","A","Lei","yes",0,-3,"0.55","0.57","0.64"
"16","H","Fra","yes",0,-1,"1.16","0.09","0.72"
"17","A","Hof","yes",1,0,"0.69","0.46","1.18"
"18","A","Mun","yes",3,1,"0.46","0.64","1.82"
"19","H","Lev","yes",0,-1,"1.03","0.19","2.01"
"20","H","UnB","yes",0,-1,"1.61","-0.27","1.74"
"21","A","Bie","yes",1,0,"1.40","-0.10","1.64"
"22","H","Aug","yes",3,1,"2.01","-0.59","1.05"
"23","A","Dor","no",NA,NA,"0.40","0.68","1.73"
"24","H","Wol","no",NA,NA,"1.44","-0.14","1.60"
"25","A","Stu","no",NA,NA,"1.49","-0.18","1.42"
"26","H","Her","no",NA,NA,"1.86","-0.47","0.96"
"27","A","Boc","no",NA,NA,"0.69","0.45","1.41"
"28","H","Mai","no",NA,NA,"1.95","-0.54","0.87"
"29","A","Fur","no",NA,NA,"1.42","-0.12","0.76"
"30","H","Kln","no",NA,NA,"1.57","-0.24","0.51"
"31","A","Fbg","no",NA,NA,"0.96","0.24","0.76"
"32","H","Lei","no",NA,NA,"1.90","-0.50","0.26"
"33","A","Fra","no",NA,NA,"1.36","-0.07","0.19"
"34","H","Hof","no",NA,NA,"1.51","-0.19","-0.00"
