"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Hof","yes",0,-4,"1.52","-0.32","-0.32"
"2","A","Fra","yes",1,0,"1.24","-0.08","-0.40"
"3","H","Lev","yes",0,-3,"0.84","0.27","-0.13"
"4","A","UnB","yes",1,0,"0.54","0.53","0.40"
"5","H","BMg","yes",3,1,"1.58","-0.37","0.03"
"6","A","Fbg","yes",0,-3,"0.78","0.32","0.35"
"7","A","Dor","yes",0,-1,"0.42","0.64","0.99"
"8","H","Bie","yes",1,0,"1.83","-0.58","0.41"
"9","A","Mai","yes",0,-3,"0.53","0.54","0.95"
"10","H","Stu","yes",3,3,"1.90","-0.65","0.30"
"11","A","Wol","yes",0,-1,"0.99","0.15","0.44"
"12","H","Mun","yes",3,1,"0.68","0.41","0.85"
"13","A","Her","yes",1,0,"1.11","0.03","0.89"
"14","H","Boc","yes",0,-1,"1.74","-0.51","0.37"
"15","A","Kln","yes",3,2,"0.69","0.40","0.77"
"16","H","Lei","yes",1,0,"1.28","-0.11","0.66"
"17","A","Fur","yes",1,0,"1.46","-0.26","0.40"
"18","A","Hof","yes",0,-2,"0.81","0.30","0.70"
"19","H","Fra","yes",1,0,"1.24","-0.07","0.62"
"20","A","Lev","yes",0,-4,"0.68","0.41","1.04"
"21","H","UnB","yes",3,2,"1.33","-0.16","0.88"
"22","A","BMg","yes",0,-1,"0.81","0.30","1.18"
"23","H","Fbg","yes",0,-1,"1.11","0.03","1.22"
"24","H","Dor","yes",1,0,"0.95","0.18","1.39"
"25","A","Bie","yes",3,1,"1.38","-0.19","1.20"
"26","A","Stu","yes",0,-1,"1.06","0.08","1.28"
"27","H","Wol","yes",3,3,"1.51","-0.31","0.96"
"28","H","Mai","yes",3,1,"1.93","-0.67","0.29"
"29","A","Mun","yes",0,-1,"0.36","0.68","0.97"
"30","H","Her","yes",0,-1,"1.84","-0.60","0.38"
"31","A","Boc","yes",3,2,"0.80","0.31","0.68"
"32","H","Kln","yes",0,-3,"1.37","-0.19","0.49"
"33","A","Lei","yes",0,-4,"0.54","0.53","1.02"
"34","H","Fur","yes",3,1,"2.33","-1.02","-0.00"
