"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Kln","yes",0,-2,"0.60","0.45","0.45"
"2","H","Wol","yes",0,-1,"1.51","-0.38","0.07"
"3","A","Mun","yes",0,-5,"0.31","0.72","0.79"
"4","A","Boc","yes",3,2,"0.83","0.24","1.03"
"5","H","Fur","yes",3,1,"2.22","-1.03","-0.00"
"6","A","Lei","yes",0,-6,"0.57","0.48","0.48"
"7","H","Fbg","yes",0,-1,"1.02","0.07","0.55"
"8","A","Fra","yes",3,1,"1.23","-0.12","0.42"
"9","H","BMg","yes",3,1,"1.43","-0.31","0.12"
"10","A","Hof","yes",0,-2,"0.69","0.36","0.48"
"11","H","Lev","yes",1,0,"0.80","0.27","0.76"
"12","A","UnB","yes",0,-2,"0.55","0.49","1.25"
"13","H","Aug","yes",1,0,"1.65","-0.51","0.74"
"14","A","Stu","yes",1,0,"1.12","-0.02","0.71"
"15","H","Bie","yes",3,2,"1.67","-0.52","0.19"
"16","A","Mai","yes",0,-4,"0.56","0.49","0.67"
"17","H","Dor","yes",3,1,"0.89","0.19","0.86"
"18","H","Kln","yes",0,-2,"1.27","-0.16","0.70"
"19","A","Wol","yes",1,0,"0.99","0.09","0.79"
"20","H","Mun","yes",0,-3,"0.48","0.56","1.35"
"21","H","Boc","yes",1,0,"1.76","-0.61","0.74"
"22","A","Fur","yes",0,-1,"1.42","-0.30","0.44"
"23","H","Lei","yes",0,-5,"1.04","0.05","0.50"
"24","A","Fbg","yes",0,-3,"0.70","0.36","0.86"
"25","H","Fra","yes",0,-3,"1.05","0.04","0.89"
"26","A","BMg","yes",0,-2,"0.95","0.13","1.03"
"27","H","Hof","yes",3,3,"1.35","-0.23","0.79"
"28","A","Lev","yes",0,-1,"0.80","0.27","1.06"
"29","H","UnB","yes",0,-3,"1.32","-0.21","0.85"
"30","A","Aug","yes",3,1,"0.88","0.19","1.05"
"31","H","Stu","yes",3,2,"1.84","-0.68","0.36"
"32","A","Bie","no",NA,NA,"1.37","-0.25","0.11"
"33","H","Mai","no",NA,NA,"1.97","-0.80","-0.69"
"34","A","Dor","no",NA,NA,"0.34","0.69","-0.00"
