"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Fur","yes",3,4,"2.22","-1.16","-1.16"
"2","A","Lei","yes",0,-4,"0.47","0.54","-0.62"
"3","H","Fbg","yes",0,-1,"0.97","0.06","-0.57"
"4","A","Fra","yes",1,0,"1.12","-0.09","-0.66"
"5","H","Lev","yes",0,-2,"0.71","0.31","-0.36"
"6","A","Boc","yes",1,0,"0.70","0.31","-0.04"
"7","H","Hof","yes",3,2,"1.37","-0.33","-0.37"
"8","A","BMg","yes",1,0,"0.71","0.31","-0.06"
"9","H","UnB","yes",1,0,"1.18","-0.15","-0.21"
"10","A","Aug","yes",0,-3,"0.82","0.20","-0.01"
"11","H","Bie","yes",0,-1,"1.67","-0.63","-0.64"
"12","A","Dor","yes",0,-1,"0.36","0.65","0.01"
"13","H","Mai","yes",3,1,"1.78","-0.74","-0.73"
"14","H","Her","yes",1,0,"1.69","-0.65","-1.37"
"15","A","Wol","yes",3,2,"0.88","0.15","-1.23"
"16","H","Mun","yes",0,-5,"0.58","0.44","-0.79"
"17","A","Kln","yes",0,-1,"0.61","0.41","-0.38"
"18","A","Fur","yes",1,0,"1.33","-0.29","-0.67"
"19","H","Lei","yes",0,-2,"1.13","-0.10","-0.77"
"20","A","Fbg","yes",0,-2,"0.69","0.33","-0.44"
"21","H","Fra","yes",0,-1,"1.09","-0.06","-0.50"
"22","A","Lev","yes",0,-2,"0.59","0.42","-0.08"
"23","H","Boc","yes",1,0,"1.59","-0.55","-0.63"
"24","A","Hof","yes",0,-1,"0.71","0.31","-0.32"
"25","H","BMg","yes",3,1,"1.42","-0.38","-0.70"
"26","A","UnB","yes",1,0,"0.47","0.54","-0.16"
"27","H","Aug","yes",3,1,"1.64","-0.60","-0.76"
"28","A","Bie","yes",1,0,"1.25","-0.22","-0.98"
"29","H","Dor","yes",0,-2,"0.82","0.21","-0.77"
"30","A","Mai","yes",1,0,"0.46","0.55","-0.22"
"31","A","Her","yes",0,-2,"1.00","0.03","-0.19"
"32","H","Wol","yes",1,0,"1.35","-0.32","-0.51"
"33","A","Mun","yes",1,0,"0.31","0.69","0.18"
"34","H","Kln","yes",3,1,"1.22","-0.18","0.00"
