"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Mai","yes",0,-1,"0.86","0.47","0.47"
"2","H","Stu","yes",3,4,"2.32","-0.44","0.03"
"3","A","Wol","yes",0,-1,"1.64","-0.02","0.01"
"4","H","Mun","yes",0,-3,"1.02","0.37","0.37"
"5","A","Kln","yes",1,0,"1.10","0.32","0.69"
"6","H","Her","yes",3,6,"2.32","-0.44","0.25"
"7","H","Boc","yes",3,3,"2.39","-0.48","-0.23"
"8","A","Fbg","yes",1,0,"1.05","0.35","0.12"
"9","H","Fur","yes",3,3,"2.70","-0.67","-0.55"
"10","A","Fra","yes",1,0,"1.59","0.02","-0.54"
"11","H","Dor","yes",3,1,"1.52","0.06","-0.48"
"12","A","Hof","yes",0,-2,"0.87","0.46","-0.02"
"13","H","Lev","yes",0,-2,"1.41","0.13","0.11"
"14","A","UnB","yes",0,-1,"0.89","0.45","0.56"
"15","H","BMg","yes",3,3,"2.14","-0.32","0.23"
"16","A","Aug","yes",1,0,"1.37","0.15","0.38"
"17","H","Bie","yes",0,-2,"2.13","-0.32","0.06"
"18","H","Mai","yes",3,3,"2.34","-0.45","-0.39"
"19","A","Stu","yes",3,2,"1.57","0.02","-0.37"
"20","H","Wol","yes",3,2,"2.00","-0.24","-0.61"
"21","A","Mun","yes",0,-1,"0.63","0.61","-0.00"
"22","H","Kln","yes",3,2,"1.99","-0.24","-0.24"
"23","A","Her","yes",3,5,"1.48","0.08","-0.15"
"24","A","Boc","yes",3,1,"1.17","0.28","0.12"
"25","H","Fbg","yes",1,0,"1.74","-0.08","0.04"
"26","A","Fur","yes",3,5,"1.79","-0.11","-0.07"
"27","H","Fra","yes",1,0,"1.63","-0.01","-0.08"
"28","A","Dor","no",NA,NA,"0.49","0.69","0.61"
"29","H","Hof","no",NA,NA,"1.92","-0.19","0.42"
"30","A","Lev","no",NA,NA,"1.22","0.25","0.67"
"31","H","UnB","no",NA,NA,"2.15","-0.33","0.33"
"32","A","BMg","no",NA,NA,"1.26","0.22","0.55"
"33","H","Aug","no",NA,NA,"2.31","-0.43","0.12"
"34","A","Bie","no",NA,NA,"1.81","-0.12","-0.00"
