"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Lev","yes",1,0,"1.32","0.18","0.18"
"2","A","Hof","yes",1,0,"1.25","0.23","0.41"
"3","H","BMg","yes",3,1,"2.05","-0.27","0.15"
"4","H","Aug","yes",1,0,"2.21","-0.37","-0.23"
"5","A","Dor","yes",0,-2,"0.73","0.55","0.32"
"6","H","Bie","yes",3,1,"2.26","-0.40","-0.08"
"7","A","Mai","yes",3,1,"0.82","0.49","0.41"
"8","H","Wol","yes",3,2,"2.02","-0.25","0.16"
"9","A","Stu","yes",1,0,"1.64","-0.01","0.15"
"10","H","Mun","yes",0,-3,"1.06","0.35","0.49"
"11","A","Kln","yes",1,0,"1.10","0.32","0.81"
"12","H","Her","yes",3,2,"2.26","-0.40","0.41"
"13","A","Fra","yes",0,-1,"1.72","-0.06","0.35"
"14","H","Lei","yes",3,1,"1.76","-0.09","0.26"
"15","A","Fur","yes",0,-1,"1.93","-0.19","0.07"
"16","H","Fbg","yes",1,0,"1.56","0.03","0.10"
"17","A","Boc","yes",3,1,"1.23","0.24","0.34"
"18","A","Lev","yes",1,0,"1.16","0.28","0.62"
"19","H","Hof","yes",3,1,"1.97","-0.22","0.40"
"20","A","BMg","yes",3,1,"1.32","0.18","0.58"
"21","A","Aug","yes",0,-2,"1.42","0.12","0.70"
"22","H","Dor","yes",0,-3,"1.45","0.10","0.80"
"23","A","Bie","yes",0,-1,"1.87","-0.16","0.64"
"24","H","Mai","yes",3,2,"2.34","-0.45","0.19"
"25","A","Wol","yes",0,-1,"1.47","0.09","0.28"
"26","H","Stu","yes",1,0,"2.35","-0.46","-0.18"
"27","A","Mun","yes",0,-4,"0.54","0.67","0.49"
"28","H","Kln","yes",3,1,"1.81","-0.12","0.37"
"29","A","Her","yes",3,3,"1.59","0.01","0.38"
"30","H","Fra","yes",3,2,"1.77","-0.10","0.28"
"31","A","Lei","yes",3,1,"0.93","0.42","0.70"
"32","H","Fur","yes",1,0,"2.59","-0.60","0.10"
"33","A","Fbg","yes",3,3,"1.22","0.25","0.35"
"34","H","Boc","no",NA,NA,"2.18","-0.35","-0.00"
