"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Fbg","yes",1,0,"0.60","0.41","0.41"
"2","A","Fur","yes",1,0,"1.94","-0.92","-0.51"
"3","H","Fra","yes",1,0,"0.65","0.35","-0.16"
"4","A","BMg","yes",0,-2,"0.68","0.33","0.18"
"5","H","Hof","yes",1,0,"1.13","-0.12","0.06"
"6","A","UnB","yes",0,-1,"0.75","0.26","0.32"
"7","H","Lev","yes",0,-4,"0.51","0.49","0.81"
"8","A","Aug","yes",1,0,"0.98","0.03","0.84"
"9","H","Dor","yes",0,-2,"0.85","0.16","1.00"
"10","H","Mai","yes",0,-1,"0.94","0.07","1.07"
"11","A","Stu","yes",3,1,"1.17","-0.16","0.91"
"12","H","Wol","yes",1,0,"0.72","0.29","1.21"
"13","A","Mun","no",NA,NA,"0.55","0.45","1.66"
"14","H","Kln","no",NA,NA,"1.29","-0.27","1.39"
"15","A","Her","no",NA,NA,"1.18","-0.17","1.22"
"16","H","Boc","no",NA,NA,"1.42","-0.40","0.82"
"17","A","Lei","no",NA,NA,"0.57","0.44","1.26"
"18","A","Fbg","no",NA,NA,"1.11","-0.10","1.16"
"19","H","Fur","no",NA,NA,"1.88","-0.86","0.30"
"20","A","Fra","no",NA,NA,"1.79","-0.77","-0.47"
"21","H","BMg","no",NA,NA,"1.21","-0.20","-0.67"
"22","A","Hof","no",NA,NA,"0.76","0.24","-0.42"
"23","H","UnB","no",NA,NA,"0.76","0.25","-0.17"
"24","A","Lev","no",NA,NA,"1.09","-0.08","-0.25"
"25","H","Aug","no",NA,NA,"1.50","-0.49","-0.74"
"26","A","Dor","no",NA,NA,"0.25","0.75","0.01"
"27","A","Mai","no",NA,NA,"1.17","-0.16","-0.14"
"28","H","Stu","no",NA,NA,"1.23","-0.21","-0.36"
"29","A","Wol","no",NA,NA,"1.14","-0.12","-0.48"
"30","H","Mun","no",NA,NA,"0.38","0.62","0.14"
"31","A","Kln","no",NA,NA,"0.92","0.09","0.23"
"32","H","Her","no",NA,NA,"0.98","0.03","0.26"
"33","A","Boc","no",NA,NA,"0.87","0.14","0.40"
"34","H","Lei","no",NA,NA,"1.42","-0.40","-0.00"
