"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","BMg","yes",1,0,"2.01","0.07","0.07"
"2","H","Kln","yes",3,1,"2.22","-0.03","0.04"
"3","H","Her","yes",3,5,"2.51","-0.16","-0.13"
"4","A","Lei","yes",3,3,"1.66","0.23","0.10"
"5","H","Boc","yes",3,7,"2.46","-0.14","-0.04"
"6","A","Fur","yes",3,2,"2.49","-0.15","-0.19"
"7","H","Fra","yes",0,-1,"2.12","0.02","-0.17"
"8","A","Lev","yes",3,4,"1.85","0.14","-0.03"
"9","H","Hof","yes",3,4,"2.32","-0.08","-0.11"
"10","A","UnB","yes",3,3,"1.66","0.23","0.12"
"11","H","Fbg","yes",3,1,"2.01","0.07","0.19"
"12","A","Aug","yes",0,-1,"2.13","0.01","0.20"
"13","H","Bie","yes",3,1,"2.50","-0.16","0.04"
"14","A","Dor","yes",3,1,"1.42","0.34","0.38"
"15","H","Mai","yes",3,1,"2.56","-0.19","0.19"
"16","A","Stu","yes",3,5,"2.24","-0.04","0.15"
"17","H","Wol","yes",3,4,"2.32","-0.08","0.08"
"18","H","BMg","yes",0,-1,"2.36","-0.09","-0.02"
"19","A","Kln","yes",3,4,"1.87","0.13","0.11"
"20","A","Her","yes",3,3,"2.28","-0.06","0.06"
"21","H","Lei","yes",3,1,"2.15","0.00","0.06"
"22","A","Boc","yes",0,-2,"2.00","0.07","0.13"
"23","H","Fur","yes",3,3,"2.74","-0.27","-0.14"
"24","A","Fra","yes",3,1,"2.37","-0.10","-0.24"
"25","H","Lev","yes",1,0,"1.72","0.20","-0.04"
"26","A","Hof","yes",1,0,"2.01","0.07","0.03"
"27","H","UnB","yes",3,4,"2.19","-0.02","0.01"
"28","A","Fbg","yes",3,3,"1.98","0.08","0.09"
"29","H","Aug","yes",3,1,"2.48","-0.15","-0.06"
"30","A","Bie","yes",3,3,"2.44","-0.13","-0.20"
"31","H","Dor","yes",3,2,"1.85","0.14","-0.05"
"32","A","Mai","yes",0,-2,"1.63","0.25","0.19"
"33","H","Stu","yes",1,0,"2.54","-0.18","0.01"
"34","A","Wol","yes",1,0,"2.18","-0.01","0.00"
