"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Bou","yes",0,-2,0,"1.06","0.15","0.15"
"2","H","Eve","yes",3,1,2,"2.03","-0.63","-0.48"
"3","A","Pal","yes",0,-2,1,"0.90","0.28","-0.20"
"4","H","WHU","yes",0,-1,0,"2.13","-0.71","-0.92"
"5","A","Ars","yes",0,-1,1,"0.15","0.88","-0.04"
"6","H","MnC","yes",1,0,1,"1.06","0.15","0.12"
"7","H","Sot","yes",3,1,1,"2.00","-0.61","-0.49"
"8","A","Lee","yes",1,0,0,"0.95","0.24","-0.25"
"9","A","Not","yes",1,0,1,"1.15","0.07","-0.18"
"10","H","Che","yes",0,-2,0,"1.62","-0.31","-0.48"
"11","A","Ful","yes",0,-3,0,"0.87","0.30","-0.18"
"12","H","Bre","yes",3,4,4,"1.84","-0.48","-0.66"
"13","A","New","yes",0,-4,0,"0.51","0.59","-0.07"
"14","H","MnU","yes",3,2,3,"1.25","-0.01","-0.08"
"15","A","BHA","yes",3,1,2,"0.85","0.32","0.24"
"16","H","Liv","no",NA,NA,NA,"1.69","-0.36","-0.13"
"17","A","Tot","no",NA,NA,NA,"0.50","0.60","0.47"
"18","H","Wol","no",NA,NA,NA,"2.12","-0.71","-0.23"
"19","H","Lee","no",NA,NA,NA,"2.10","-0.69","-0.93"
"20","A","Sot","no",NA,NA,NA,"1.43","-0.15","-1.07"
"21","H","Lei","no",NA,NA,NA,"1.73","-0.39","-1.47"
"22","A","MnC","no",NA,NA,NA,"0.30","0.76","-0.70"
"23","H","Ars","no",NA,NA,NA,"0.59","0.52","-0.18"
"24","A","Eve","no",NA,NA,NA,"1.45","-0.16","-0.34"
"25","H","Pal","no",NA,NA,NA,"1.90","-0.53","-0.87"
"26","A","WHU","no",NA,NA,NA,"1.09","0.13","-0.74"
"27","H","Bou","no",NA,NA,NA,"1.93","-0.55","-1.29"
"28","A","Che","no",NA,NA,NA,"0.63","0.49","-0.80"
"29","H","Not","no",NA,NA,NA,"2.30","-0.85","-1.65"
"30","H","New","no",NA,NA,NA,"1.04","0.16","-1.49"
"31","A","Bre","no",NA,NA,NA,"0.76","0.39","-1.10"
"32","H","Ful","no",NA,NA,NA,"1.48","-0.19","-1.29"
"33","A","MnU","no",NA,NA,NA,"0.38","0.70","-0.59"
"34","A","Wol","no",NA,NA,NA,"1.19","0.04","-0.55"
"35","H","Tot","no",NA,NA,NA,"1.20","0.03","-0.52"
"36","A","Liv","no",NA,NA,NA,"0.55","0.56","0.04"
"37","H","BHA","no",NA,NA,NA,"1.23","0.01","0.05"
"38","A","Lei","no",NA,NA,NA,"1.30","-0.05","0.00"
