"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Wol","yes",3,1,2,"1.69","-1.08","-1.08"
"2","A","Sot","yes",1,0,2,"1.41","-0.73","-1.81"
"3","H","Che","yes",3,3,3,"1.19","-0.46","-2.26"
"4","A","BHA","yes",0,-1,0,"0.41","0.50","-1.76"
"5","H","Eve","yes",1,0,1,"1.43","-0.76","-2.52"
"6","A","Bre","yes",0,-3,2,"0.34","0.58","-1.94"
"7","H","Ast","yes",1,0,0,"0.97","-0.19","-2.12"
"8","A","Pal","yes",0,-1,1,"0.59","0.28","-1.84"
"9","H","Ars","yes",0,-1,0,"0.37","0.55","-1.29"
"10","A","Lei","yes",0,-2,0,"0.94","-0.16","-1.45"
"11","H","Ful","yes",0,-1,2,"0.98","-0.20","-1.64"
"12","A","Liv","yes",3,1,2,"0.20","0.75","-0.89"
"13","H","Bou","yes",3,1,4,"1.31","-0.60","-1.49"
"14","A","Tot","yes",0,-1,3,"0.34","0.59","-0.91"
"15","H","MnC","yes",0,-2,1,"0.42","0.48","-0.43"
"16","A","New","yes",1,0,0,"0.29","0.64","0.22"
"17","H","WHU","yes",1,0,2,"1.62","-0.99","-0.77"
"18","A","Ast","yes",0,-1,1,"0.32","0.61","-0.16"
"19","H","Bre","yes",1,0,0,"1.02","-0.25","-0.41"
"20","A","Not","yes",0,-1,0,"0.53","0.35","-0.05"
"21","A","MnU","yes",1,0,2,"0.14","0.83","0.78"
"22","H","MnU","yes",0,-2,0,"0.78","0.04","0.82"
"23","A","Eve","yes",0,-1,0,"0.85","-0.05","0.78"
"24","H","Sot","yes",3,1,1,"1.52","-0.86","-0.09"
"25","A","Che","yes",0,-1,0,"0.69","0.16","0.07"
"26","H","BHA","yes",1,0,2,"0.75","0.09","0.16"
"27","A","Wol","yes",3,2,4,"0.53","0.35","0.51"
"28","A","Ars","yes",0,-3,1,"0.18","0.78","1.29"
"29","H","Not","yes",3,1,2,"1.92","-1.36","-0.07"
"30","H","Pal","yes",0,-4,1,"1.30","-0.59","-0.66"
"31","H","Liv","yes",0,-5,1,"0.96","-0.18","-0.84"
"32","A","Ful","yes",0,-1,1,"0.55","0.33","-0.52"
"33","H","Lei","yes",1,0,1,"1.44","-0.76","-1.28"
"34","A","Bou","yes",0,-3,1,"0.81","0.01","-1.27"
"35","A","MnC","yes",0,-1,1,"0.08","0.90","-0.37"
"36","H","New","yes",1,0,2,"0.59","0.28","-0.09"
"37","A","WHU","yes",0,-2,1,"0.59","0.28","0.19"
"38","H","Tot","yes",0,-3,1,"0.97","-0.19","0.00"
