"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","WHU","yes",3,2,2,"2.20","0.06","0.06"
"2","H","Bou","yes",3,4,4,"2.76","-0.18","-0.12"
"3","A","New","yes",1,0,3,"1.65","0.30","0.18"
"4","H","Pal","yes",3,2,4,"2.76","-0.18","-0.00"
"5","H","Not","yes",3,6,6,"2.87","-0.23","-0.23"
"6","A","Ast","yes",1,0,1,"1.72","0.27","0.04"
"7","A","Wol","yes",3,3,3,"2.12","0.09","0.13"
"8","H","MnU","yes",3,3,6,"2.57","-0.10","0.03"
"9","H","Sot","yes",3,4,4,"2.81","-0.20","-0.17"
"10","A","Liv","yes",0,-1,0,"1.32","0.44","0.27"
"11","H","BHA","yes",3,2,3,"2.55","-0.09","0.18"
"12","A","Lei","yes",3,1,1,"2.49","-0.06","0.12"
"13","H","Ful","yes",3,1,2,"2.66","-0.14","-0.02"
"14","H","Bre","yes",0,-1,1,"2.68","-0.14","-0.16"
"15","A","Lee","yes",3,2,3,"2.41","-0.03","-0.19"
"16","H","Eve","yes",1,0,1,"2.79","-0.19","-0.38"
"17","A","Che","yes",3,1,1,"2.30","0.02","-0.37"
"18","A","MnU","yes",0,-1,1,"1.00","0.57","0.20"
"19","H","Tot","yes",3,2,4,"2.66","-0.14","0.07"
"20","H","Wol","yes",3,3,3,"2.84","-0.21","-0.14"
"21","A","Tot","yes",0,-1,0,"1.77","0.24","0.10"
"22","H","Ast","yes",3,2,3,"2.66","-0.14","-0.04"
"23","A","Ars","yes",3,2,3,"1.23","0.47","0.44"
"24","A","Not","yes",1,0,1,"2.12","0.09","0.53"
"25","A","Bou","yes",3,3,4,"2.40","-0.03","0.51"
"26","H","New","yes",3,2,2,"2.44","-0.04","0.47"
"27","A","Pal","yes",3,1,1,"2.20","0.06","0.53"
"28","H","Liv","yes",3,3,4,"2.66","-0.13","0.39"
"29","A","Sot","yes",3,3,4,"2.69","-0.15","0.24"
"30","H","Lei","yes",3,2,3,"2.79","-0.19","0.05"
"31","H","Ars","yes",3,3,4,"2.15","0.08","0.13"
"32","A","Ful","yes",3,1,2,"2.15","0.08","0.22"
"33","H","WHU","yes",3,3,3,"2.83","-0.21","0.01"
"34","H","Lee","yes",3,1,2,"2.86","-0.22","-0.21"
"35","A","Eve","yes",3,3,3,"2.43","-0.04","-0.25"
"36","H","Che","yes",3,1,1,"2.73","-0.17","-0.42"
"37","A","BHA","yes",1,0,1,"1.92","0.18","-0.24"
"38","A","Bre","yes",0,-1,0,"1.77","0.24","-0.00"
