"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Ars","yes",0,-2,0,"0.60","0.51","0.51"
"2","A","Liv","yes",1,0,1,"0.39","0.68","1.19"
"3","H","Ast","yes",3,2,3,"1.39","-0.14","1.05"
"4","A","MnC","yes",0,-2,2,"0.15","0.88","1.92"
"5","H","Bre","yes",1,0,1,"1.45","-0.19","1.73"
"6","A","New","yes",1,0,0,"0.51","0.58","2.32"
"7","H","Che","yes",0,-1,1,"1.61","-0.32","1.99"
"8","H","Lee","yes",3,1,2,"2.22","-0.82","1.17"
"9","A","Lei","yes",1,0,0,"1.62","-0.33","0.85"
"10","H","Wol","yes",3,1,2,"2.08","-0.71","0.14"
"11","A","Eve","yes",0,-3,0,"1.51","-0.24","-0.10"
"12","H","Sot","yes",3,1,1,"1.95","-0.60","-0.70"
"13","A","WHU","yes",3,1,2,"1.05","0.14","-0.56"
"14","A","Not","yes",0,-1,0,"0.96","0.21","-0.35"
"15","H","Ful","yes",0,-3,0,"1.37","-0.13","-0.48"
"16","A","Bou","yes",3,2,2,"1.35","-0.11","-0.58"
"17","H","Tot","yes",0,-4,0,"1.47","-0.21","-0.79"
"18","A","Che","yes",0,-1,0,"1.21","0.01","-0.78"
"19","H","MnU","yes",1,0,1,"1.17","0.04","-0.74"
"20","H","New","yes",1,0,0,"0.86","0.29","-0.45"
"21","A","MnU","yes",0,-1,1,"0.30","0.76","0.31"
"22","H","BHA","yes",1,0,1,"1.06","0.13","0.44"
"23","A","Bre","yes",1,0,1,"0.74","0.39","0.83"
"24","H","Liv","yes",1,0,0,"1.31","-0.08","0.76"
"25","A","Ast","yes",0,-1,0,"0.67","0.45","1.21"
"26","H","MnC","yes",0,-1,0,"0.55","0.55","1.76"
"27","A","BHA","yes",0,-1,0,"0.78","0.36","2.12"
"28","A","Ars","yes",0,-3,1,"0.36","0.70","2.82"
"29","H","Lei","yes",3,1,2,"1.91","-0.57","2.26"
"30","A","Lee","yes",3,4,5,"1.31","-0.07","2.19"
"31","A","Sot","yes",3,2,2,"2.02","-0.66","1.53"
"32","H","Eve","yes",1,0,0,"1.87","-0.53","0.99"
"33","A","Wol","yes",0,-2,0,"0.96","0.21","1.21"
"34","H","WHU","yes",3,1,4,"1.95","-0.60","0.60"
"35","A","Tot","yes",0,-1,0,"0.65","0.47","1.07"
"36","H","Bou","yes",3,2,2,"1.66","-0.36","0.71"
"37","A","Ful","yes",1,0,2,"0.99","0.18","0.90"
"38","H","Not","no",NA,NA,NA,"2.31","-0.90","-0.00"
