fdo_id,fdo_name,short_name,abbrev,sky_name,BBC_name,deduction
98,AC Milan,Milan,Mil,NA,AC Milan,0
99,ACF Fiorentina,Fiorentina,Fir,NA,Fiorentina,0
100,AS Roma,Roma,Rom,NA,Roma,0
102,Atalanta BC,Atalanta,Ata,NA,Atalanta,0
103,Bologna FC 1909,Bologna,Bol,NA,Bologna,0
104,Cagliari Calcio,Cagliari,Cag,NA,Cagliari,0
107,Genoa CFC,Genoa,Gen,NA,Genoa,0
108,FC Internazionale Milano,Inter,Int,NA,Inter Milan,0
109,Juventus FC,Juventus,Juv,NA,Juventus,0
110,SS Lazio,Lazio,Laz,NA,Lazio,0
112,Parma Calcio 1913,Parma,Par,NA,Parma,0
113,SSC Napoli,Napoli,Nap,NA,Napoli,0
115,Udinese Calcio,Udinese,Udi,NA,Udinese,0
445,Empoli FC,Empoli,Emp,NA,Empoli,0
450,Hellas Verona FC,Verona,Ver,NA,Hellas Verona,0
454,Venezia FC,Venezia FC,Ven,NA,Venezia,0
586,Torino FC,Torino,Tor,NA,Torino,0
5890,US Lecce,Lecce,Lec,NA,Lecce,0
5911,AC Monza,Monza,Mon,NA,Monza,0
7397,Como 1907,Como 1907,Com,NA,Como,0
