"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Eintracht Frankfurt",19,"FC Bayern München",5,1,6,"A","2022-08-05","18:35:00","FINISHED"
1,"FC Augsburg",16,"SC Freiburg",17,0,4,"A","2022-08-06","13:30:00","FINISHED"
1,"VfL Bochum 1848",36,"1. FSV Mainz 05",15,1,2,"A","2022-08-06","13:30:00","FINISHED"
1,"VfL Wolfsburg",11,"SV Werder Bremen",12,2,2,"D","2022-08-06","13:30:00","FINISHED"
1,"Borussia Mönchengladbach",18,"TSG 1899 Hoffenheim",2,3,1,"H","2022-08-06","13:30:00","FINISHED"
1,"1. FC Union Berlin",28,"Hertha BSC",9,3,1,"H","2022-08-06","13:30:00","FINISHED"
1,"Borussia Dortmund",4,"Bayer 04 Leverkusen",3,1,0,"H","2022-08-06","16:30:00","FINISHED"
1,"VfB Stuttgart",10,"RB Leipzig",721,1,1,"D","2022-08-07","13:30:00","FINISHED"
1,"1. FC Köln",1,"FC Schalke 04",6,3,1,"H","2022-08-07","15:30:00","FINISHED"
2,"SC Freiburg",17,"Borussia Dortmund",4,1,3,"A","2022-08-12","18:30:00","FINISHED"
2,"SV Werder Bremen",12,"VfB Stuttgart",10,2,2,"D","2022-08-13","13:30:00","FINISHED"
2,"Hertha BSC",9,"Eintracht Frankfurt",19,1,1,"D","2022-08-13","13:30:00","FINISHED"
2,"TSG 1899 Hoffenheim",2,"VfL Bochum 1848",36,3,2,"H","2022-08-13","13:30:00","FINISHED"
2,"RB Leipzig",721,"1. FC Köln",1,2,2,"D","2022-08-13","13:30:00","FINISHED"
2,"Bayer 04 Leverkusen",3,"FC Augsburg",16,1,2,"A","2022-08-13","13:30:00","FINISHED"
2,"FC Schalke 04",6,"Borussia Mönchengladbach",18,2,2,"D","2022-08-13","16:30:00","FINISHED"
2,"1. FSV Mainz 05",15,"1. FC Union Berlin",28,0,0,"D","2022-08-14","13:30:00","FINISHED"
2,"FC Bayern München",5,"VfL Wolfsburg",11,2,0,"H","2022-08-14","15:30:00","FINISHED"
3,"Borussia Mönchengladbach",18,"Hertha BSC",9,1,0,"H","2022-08-19","18:30:00","FINISHED"
3,"VfB Stuttgart",10,"SC Freiburg",17,0,1,"A","2022-08-20","13:30:00","FINISHED"
3,"FC Augsburg",16,"1. FSV Mainz 05",15,1,2,"A","2022-08-20","13:30:00","FINISHED"
3,"VfL Wolfsburg",11,"FC Schalke 04",6,0,0,"D","2022-08-20","13:30:00","FINISHED"
3,"Bayer 04 Leverkusen",3,"TSG 1899 Hoffenheim",2,0,3,"A","2022-08-20","13:30:00","FINISHED"
3,"Borussia Dortmund",4,"SV Werder Bremen",12,2,3,"A","2022-08-20","13:30:00","FINISHED"
3,"1. FC Union Berlin",28,"RB Leipzig",721,2,1,"H","2022-08-20","16:30:00","FINISHED"
3,"Eintracht Frankfurt",19,"1. FC Köln",1,1,1,"D","2022-08-21","13:30:00","FINISHED"
3,"VfL Bochum 1848",36,"FC Bayern München",5,0,7,"A","2022-08-21","15:30:00","FINISHED"
4,"SC Freiburg",17,"VfL Bochum 1848",36,1,0,"H","2022-08-26","18:30:00","FINISHED"
4,"FC Schalke 04",6,"1. FC Union Berlin",28,1,6,"A","2022-08-27","13:30:00","FINISHED"
4,"Hertha BSC",9,"Borussia Dortmund",4,0,1,"A","2022-08-27","13:30:00","FINISHED"
4,"TSG 1899 Hoffenheim",2,"FC Augsburg",16,1,0,"H","2022-08-27","13:30:00","FINISHED"
4,"1. FSV Mainz 05",15,"Bayer 04 Leverkusen",3,0,3,"A","2022-08-27","13:30:00","FINISHED"
4,"RB Leipzig",721,"VfL Wolfsburg",11,2,0,"H","2022-08-27","13:30:00","FINISHED"
4,"FC Bayern München",5,"Borussia Mönchengladbach",18,1,1,"D","2022-08-27","16:30:00","FINISHED"
4,"1. FC Köln",1,"VfB Stuttgart",10,0,0,"D","2022-08-28","13:30:00","FINISHED"
4,"SV Werder Bremen",12,"Eintracht Frankfurt",19,3,4,"A","2022-08-28","15:30:00","FINISHED"
5,"Borussia Dortmund",4,"TSG 1899 Hoffenheim",2,1,0,"H","2022-09-02","18:30:00","FINISHED"
5,"VfB Stuttgart",10,"FC Schalke 04",6,1,1,"D","2022-09-03","13:30:00","FINISHED"
5,"VfL Bochum 1848",36,"SV Werder Bremen",12,0,2,"A","2022-09-03","13:30:00","FINISHED"
5,"VfL Wolfsburg",11,"1. FC Köln",1,2,4,"A","2022-09-03","13:30:00","FINISHED"
5,"1. FC Union Berlin",28,"FC Bayern München",5,1,1,"D","2022-09-03","13:30:00","FINISHED"
5,"Bayer 04 Leverkusen",3,"SC Freiburg",17,2,3,"A","2022-09-03","13:30:00","FINISHED"
5,"Eintracht Frankfurt",19,"RB Leipzig",721,4,0,"H","2022-09-03","16:30:00","FINISHED"
5,"FC Augsburg",16,"Hertha BSC",9,0,2,"A","2022-09-04","13:30:00","FINISHED"
5,"Borussia Mönchengladbach",18,"1. FSV Mainz 05",15,0,1,"A","2022-09-04","15:30:00","FINISHED"
6,"SV Werder Bremen",12,"FC Augsburg",16,0,1,"A","2022-09-09","18:30:00","FINISHED"
6,"Hertha BSC",9,"Bayer 04 Leverkusen",3,2,2,"D","2022-09-10","13:30:00","FINISHED"
6,"Eintracht Frankfurt",19,"VfL Wolfsburg",11,0,1,"A","2022-09-10","13:30:00","FINISHED"
6,"TSG 1899 Hoffenheim",2,"1. FSV Mainz 05",15,4,1,"H","2022-09-10","13:30:00","FINISHED"
6,"RB Leipzig",721,"Borussia Dortmund",4,3,0,"H","2022-09-10","13:30:00","FINISHED"
6,"FC Bayern München",5,"VfB Stuttgart",10,2,2,"D","2022-09-10","13:30:00","FINISHED"
6,"FC Schalke 04",6,"VfL Bochum 1848",36,3,1,"H","2022-09-10","16:30:00","FINISHED"
6,"1. FC Köln",1,"1. FC Union Berlin",28,0,1,"A","2022-09-11","13:30:00","FINISHED"
