"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"FC Bayern München",5,"FC Schalke 04",6,8,0,"H","2020-09-18","18:30:00","FINISHED"
1,"1. FC Köln",1,"TSG 1899 Hoffenheim",2,2,3,"A","2020-09-19","13:30:00","FINISHED"
1,"Eintracht Frankfurt",19,"Arminia Bielefeld",38,1,1,"D","2020-09-19","13:30:00","FINISHED"
1,"VfB Stuttgart",10,"SC Freiburg",17,2,3,"A","2020-09-19","13:30:00","FINISHED"
1,"SV Werder Bremen",12,"Hertha BSC",9,1,4,"A","2020-09-19","13:30:00","FINISHED"
1,"1. FC Union Berlin",28,"FC Augsburg",16,1,3,"A","2020-09-19","13:30:00","FINISHED"
1,"Borussia Dortmund",4,"Borussia Mönchengladbach",18,3,0,"H","2020-09-19","16:30:00","FINISHED"
1,"RB Leipzig",721,"1. FSV Mainz 05",15,3,1,"H","2020-09-20","13:30:00","FINISHED"
1,"VfL Wolfsburg",11,"Bayer 04 Leverkusen",3,0,0,"D","2020-09-20","16:00:00","FINISHED"
2,"Hertha BSC",9,"Eintracht Frankfurt",19,1,3,"A","2020-09-25","18:30:00","FINISHED"
2,"Borussia Mönchengladbach",18,"1. FC Union Berlin",28,1,1,"D","2020-09-26","13:30:00","FINISHED"
2,"Arminia Bielefeld",38,"1. FC Köln",1,1,0,"H","2020-09-26","13:30:00","FINISHED"
2,"Bayer 04 Leverkusen",3,"RB Leipzig",721,1,1,"D","2020-09-26","13:30:00","FINISHED"
2,"1. FSV Mainz 05",15,"VfB Stuttgart",10,1,4,"A","2020-09-26","13:30:00","FINISHED"
2,"FC Augsburg",16,"Borussia Dortmund",4,2,0,"H","2020-09-26","13:30:00","FINISHED"
2,"FC Schalke 04",6,"SV Werder Bremen",12,1,3,"A","2020-09-26","16:30:00","FINISHED"
2,"TSG 1899 Hoffenheim",2,"FC Bayern München",5,4,1,"H","2020-09-27","13:30:00","FINISHED"
2,"SC Freiburg",17,"VfL Wolfsburg",11,1,1,"D","2020-09-27","16:00:00","FINISHED"
3,"1. FC Union Berlin",28,"1. FSV Mainz 05",15,4,0,"H","2020-10-02","18:30:00","FINISHED"
3,"1. FC Köln",1,"Borussia Mönchengladbach",18,1,3,"A","2020-10-03","13:30:00","FINISHED"
3,"Eintracht Frankfurt",19,"TSG 1899 Hoffenheim",2,2,1,"H","2020-10-03","13:30:00","FINISHED"
3,"Borussia Dortmund",4,"SC Freiburg",17,4,0,"H","2020-10-03","13:30:00","FINISHED"
3,"VfB Stuttgart",10,"Bayer 04 Leverkusen",3,1,1,"D","2020-10-03","13:30:00","FINISHED"
3,"SV Werder Bremen",12,"Arminia Bielefeld",38,1,0,"H","2020-10-03","13:30:00","FINISHED"
