"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date"
1,"FC Bayern München",5,"FC Schalke 04",6,8,0,"H","2020-09-18"
1,"1. FC Köln",1,"TSG 1899 Hoffenheim",2,2,3,"A","2020-09-19"
1,"Eintracht Frankfurt",19,"Arminia Bielefeld",38,1,1,"D","2020-09-19"
1,"VfB Stuttgart",10,"SC Freiburg",17,2,3,"A","2020-09-19"
1,"SV Werder Bremen",12,"Hertha BSC",9,1,4,"A","2020-09-19"
1,"1. FC Union Berlin",28,"FC Augsburg",16,1,3,"A","2020-09-19"
1,"Borussia Dortmund",4,"Borussia Mönchengladbach",18,3,0,"H","2020-09-19"
1,"RB Leipzig",721,"1. FSV Mainz 05",15,3,1,"H","2020-09-20"
1,"VfL Wolfsburg",11,"Bayer 04 Leverkusen",3,0,0,"D","2020-09-20"
2,"Hertha BSC",9,"Eintracht Frankfurt",19,1,3,"A","2020-09-25"
2,"Borussia Mönchengladbach",18,"1. FC Union Berlin",28,1,1,"D","2020-09-26"
2,"Arminia Bielefeld",38,"1. FC Köln",1,1,0,"H","2020-09-26"
2,"Bayer 04 Leverkusen",3,"RB Leipzig",721,1,1,"D","2020-09-26"
2,"1. FSV Mainz 05",15,"VfB Stuttgart",10,1,4,"A","2020-09-26"
2,"FC Augsburg",16,"Borussia Dortmund",4,2,0,"H","2020-09-26"
2,"FC Schalke 04",6,"SV Werder Bremen",12,1,3,"A","2020-09-26"
2,"TSG 1899 Hoffenheim",2,"FC Bayern München",5,4,1,"H","2020-09-27"
2,"SC Freiburg",17,"VfL Wolfsburg",11,1,1,"D","2020-09-27"
3,"1. FC Union Berlin",28,"1. FSV Mainz 05",15,4,0,"H","2020-10-02"
3,"1. FC Köln",1,"Borussia Mönchengladbach",18,1,3,"A","2020-10-03"
3,"Eintracht Frankfurt",19,"TSG 1899 Hoffenheim",2,2,1,"H","2020-10-03"
3,"Borussia Dortmund",4,"SC Freiburg",17,4,0,"H","2020-10-03"
3,"VfB Stuttgart",10,"Bayer 04 Leverkusen",3,1,1,"D","2020-10-03"
3,"SV Werder Bremen",12,"Arminia Bielefeld",38,1,0,"H","2020-10-03"
3,"RB Leipzig",721,"FC Schalke 04",6,4,0,"H","2020-10-03"
3,"VfL Wolfsburg",11,"FC Augsburg",16,0,0,"D","2020-10-04"
3,"FC Bayern München",5,"Hertha BSC",9,4,3,"H","2020-10-04"
4,"Hertha BSC",9,"VfB Stuttgart",10,0,2,"A","2020-10-17"
4,"SC Freiburg",17,"SV Werder Bremen",12,1,1,"D","2020-10-17"
4,"1. FSV Mainz 05",15,"Bayer 04 Leverkusen",3,0,1,"A","2020-10-17"
4,"TSG 1899 Hoffenheim",2,"Borussia Dortmund",4,0,1,"A","2020-10-17"
4,"FC Augsburg",16,"RB Leipzig",721,0,2,"A","2020-10-17"
4,"Arminia Bielefeld",38,"FC Bayern München",5,1,4,"A","2020-10-17"
4,"Borussia Mönchengladbach",18,"VfL Wolfsburg",11,1,1,"D","2020-10-17"
4,"1. FC Köln",1,"Eintracht Frankfurt",19,1,1,"D","2020-10-18"
4,"FC Schalke 04",6,"1. FC Union Berlin",28,1,1,"D","2020-10-18"
5,"VfB Stuttgart",10,"1. FC Köln",1,1,1,"D","2020-10-23"
5,"FC Bayern München",5,"Eintracht Frankfurt",19,5,0,"H","2020-10-24"
5,"1. FSV Mainz 05",15,"Borussia Mönchengladbach",18,2,3,"A","2020-10-24"
5,"1. FC Union Berlin",28,"SC Freiburg",17,1,1,"D","2020-10-24"
5,"RB Leipzig",721,"Hertha BSC",9,2,1,"H","2020-10-24"
5,"Borussia Dortmund",4,"FC Schalke 04",6,3,0,"H","2020-10-24"
5,"VfL Wolfsburg",11,"Arminia Bielefeld",38,2,1,"H","2020-10-25"
5,"SV Werder Bremen",12,"TSG 1899 Hoffenheim",2,1,1,"D","2020-10-25"
5,"Bayer 04 Leverkusen",3,"FC Augsburg",16,3,1,"H","2020-10-26"
6,"FC Schalke 04",6,"VfB Stuttgart",10,1,1,"D","2020-10-30"
6,"1. FC Köln",1,"FC Bayern München",5,1,2,"A","2020-10-31"
6,"Eintracht Frankfurt",19,"SV Werder Bremen",12,1,1,"D","2020-10-31"
6,"Arminia Bielefeld",38,"Borussia Dortmund",4,0,2,"A","2020-10-31"
6,"FC Augsburg",16,"1. FSV Mainz 05",15,3,1,"H","2020-10-31"
6,"Borussia Mönchengladbach",18,"RB Leipzig",721,1,0,"H","2020-10-31"
6,"SC Freiburg",17,"Bayer 04 Leverkusen",3,2,4,"A","2020-11-01"
6,"Hertha BSC",9,"VfL Wolfsburg",11,1,1,"D","2020-11-01"
6,"TSG 1899 Hoffenheim",2,"1. FC Union Berlin",28,1,3,"A","2020-11-02"
7,"SV Werder Bremen",12,"1. FC Köln",1,1,1,"D","2020-11-06"
7,"VfB Stuttgart",10,"Eintracht Frankfurt",19,2,2,"D","2020-11-07"
7,"1. FSV Mainz 05",15,"FC Schalke 04",6,2,2,"D","2020-11-07"
7,"FC Augsburg",16,"Hertha BSC",9,0,3,"A","2020-11-07"
7,"1. FC Union Berlin",28,"Arminia Bielefeld",38,5,0,"H","2020-11-07"
7,"RB Leipzig",721,"SC Freiburg",17,3,0,"H","2020-11-07"
7,"Borussia Dortmund",4,"FC Bayern München",5,2,3,"A","2020-11-07"
7,"VfL Wolfsburg",11,"TSG 1899 Hoffenheim",2,2,1,"H","2020-11-08"
7,"Bayer 04 Leverkusen",3,"Borussia Mönchengladbach",18,4,3,"H","2020-11-08"
8,"FC Schalke 04",6,"VfL Wolfsburg",11,0,2,"A","2020-11-21"
8,"Borussia Mönchengladbach",18,"FC Augsburg",16,1,1,"D","2020-11-21"
8,"FC Bayern München",5,"SV Werder Bremen",12,1,1,"D","2020-11-21"
8,"Arminia Bielefeld",38,"Bayer 04 Leverkusen",3,1,2,"A","2020-11-21"
8,"TSG 1899 Hoffenheim",2,"VfB Stuttgart",10,3,3,"D","2020-11-21"
8,"Eintracht Frankfurt",19,"RB Leipzig",721,1,1,"D","2020-11-21"
8,"Hertha BSC",9,"Borussia Dortmund",4,2,5,"A","2020-11-21"
8,"SC Freiburg",17,"1. FSV Mainz 05",15,1,3,"A","2020-11-22"
8,"1. FC Köln",1,"1. FC Union Berlin",28,1,2,"A","2020-11-22"
