"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Cle","yes",3,5,5,"2.33","-0.04","-0.04"
"2","H","Mtp","yes",3,3,5,"2.08","0.07","0.03"
"3","A","Lil","yes",3,6,7,"1.69","0.24","0.27"
"4","H","Mco","yes",1,0,1,"1.61","0.28","0.55"
"5","A","Tou","yes",3,3,3,"2.52","-0.12","0.43"
"6","A","Nan","yes",3,3,3,"2.55","-0.14","0.29"
"7","H","Bre","yes",3,1,1,"2.39","-0.07","0.22"
"8","A","Lyo","yes",3,1,1,"2.14","0.04","0.26"
"9","H","Nic","yes",3,1,2,"1.89","0.16","0.42"
"10","A","Rei","yes",1,0,0,"2.34","-0.05","0.37"
"11","H","Mar","yes",3,1,1,"1.36","0.39","0.76"
"12","A","Aja","yes",3,3,3,"2.72","-0.22","0.55"
"13","H","Tro","yes",3,1,4,"2.64","-0.18","0.37"
"14","A","Lor","yes",3,1,2,"2.30","-0.03","0.34"
"15","H","Aux","yes",3,5,5,"2.55","-0.14","0.20"
"16","H","Str","yes",3,1,2,"2.39","-0.07","0.13"
"17","A","Len","yes",0,-2,1,"0.85","0.62","0.75"
"18","H","Ang","yes",3,2,2,"2.76","-0.23","0.52"
"19","A","Ren","yes",0,-1,0,"1.54","0.31","0.83"
"20","H","Rei","yes",1,0,1,"2.27","-0.02","0.81"
"21","A","Mtp","yes",3,2,3,"2.51","-0.12","0.69"
"22","H","Tou","yes",3,1,2,"2.16","0.03","0.72"
"23","A","Mco","yes",0,-2,1,"2.33","-0.04","0.68"
"24","H","Lil","yes",3,1,4,"2.15","0.04","0.72"
"25","A","Mar","yes",3,3,3,"2.17","0.03","0.75"
"26","H","Nan","yes",3,2,4,"2.55","-0.14","0.61"
"27","A","Bre","yes",3,1,2,"2.47","-0.10","0.50"
"28","H","Ren","yes",0,-2,0,"2.19","0.02","0.52"
"29","H","Lyo","yes",0,-1,0,"2.02","0.10","0.62"
"30","A","Nic","yes",3,2,2,"2.40","-0.07","0.55"
"31","H","Len","yes",3,2,3,"1.76","0.21","0.76"
"32","A","Ang","yes",3,1,2,"2.78","-0.24","0.52"
"33","H","Lor","yes",0,-2,1,"2.16","0.04","0.56"
"34","A","Tro","yes",3,2,3,"2.74","-0.22","0.33"
"35","H","Aja","yes",3,5,5,"2.62","-0.17","0.16"
"36","A","Aux","yes",3,1,2,"2.57","-0.15","0.01"
"37","A","Str","yes",1,0,1,"2.57","-0.15","-0.14"
"38","H","Cle","yes",0,-1,2,"1.93","0.14","-0.00"
