"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Nan","yes",1,0,0,"1.17","-0.90","-0.90"
"2","A","Aux","yes",1,0,2,"0.82","-0.33","-1.23"
"3","H","Bre","yes",0,-2,1,"0.72","-0.18","-1.41"
"4","A","Tro","yes",0,-2,1,"0.94","-0.53","-1.94"
"5","H","Rei","yes",0,-2,2,"0.79","-0.29","-2.23"
"6","A","Lyo","yes",0,-5,0,"0.36","0.41","-1.81"
"7","H","Mtp","yes",3,1,2,"0.88","-0.44","-2.25"
"8","A","Nic","yes",3,1,1,"0.89","-0.44","-2.69"
"9","H","Mar","yes",0,-3,0,"0.31","0.50","-2.20"
"10","H","Str","yes",0,-1,2,"1.02","-0.66","-2.85"
"11","A","Tou","yes",0,-1,2,"0.59","0.04","-2.81"
"12","H","Ren","yes",0,-1,1,"0.39","0.36","-2.45"
"13","A","Mco","yes",0,-2,0,"0.66","-0.07","-2.52"
"14","H","Len","yes",0,-1,1,"0.31","0.49","-2.03"
"15","A","Lil","yes",0,-1,0,"0.30","0.51","-1.51"
"16","A","Aja","no",NA,NA,NA,"1.06","-0.72","-2.23"
"17","H","Lor","no",NA,NA,NA,"0.29","0.53","-1.71"
"18","A","PSG","no",NA,NA,NA,"0.12","0.81","-0.90"
"19","H","Cle","no",NA,NA,NA,"0.56","0.08","-0.81"
"20","A","Bre","no",NA,NA,NA,"1.11","-0.81","-1.62"
"21","H","Aja","no",NA,NA,NA,"0.70","-0.15","-1.77"
"22","A","Lor","no",NA,NA,NA,"0.39","0.36","-1.41"
"23","H","Aux","no",NA,NA,NA,"0.87","-0.42","-1.83"
"24","A","Str","no",NA,NA,NA,"1.19","-0.94","-2.76"
"25","H","Lyo","no",NA,NA,NA,"0.69","-0.12","-2.88"
"26","A","Mtp","no",NA,NA,NA,"0.89","-0.45","-3.33"
"27","H","Tou","no",NA,NA,NA,"0.71","-0.15","-3.49"
"28","A","Len","no",NA,NA,NA,"0.10","0.84","-2.65"
"29","H","Nic","no",NA,NA,NA,"0.37","0.40","-2.25"
"30","H","Lil","no",NA,NA,NA,"0.43","0.30","-1.95"
"31","A","Cle","no",NA,NA,NA,"0.68","-0.11","-2.05"
"32","H","PSG","no",NA,NA,NA,"0.08","0.88","-1.18"
"33","A","Ren","no",NA,NA,NA,"0.24","0.61","-0.57"
"34","H","Mco","no",NA,NA,NA,"0.19","0.69","0.12"
"35","A","Mar","no",NA,NA,NA,"0.40","0.34","0.46"
"36","A","Rei","no",NA,NA,NA,"0.70","-0.14","0.32"
"37","H","Tro","no",NA,NA,NA,"0.77","-0.26","0.07"
"38","A","Nan","no",NA,NA,NA,"0.66","-0.07","-0.00"
