"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Aux","yes",3,3,4,"2.60","-0.48","-0.48"
"2","A","Nan","yes",1,0,1,"1.59","0.10","-0.38"
"3","H","PSG","yes",0,-6,1,"1.13","0.36","-0.02"
"4","A","Aja","yes",3,2,3,"2.03","-0.15","-0.17"
"5","H","Nic","yes",0,-1,1,"2.00","-0.13","-0.31"
"6","A","Mtp","yes",3,2,3,"1.52","0.14","-0.17"
"7","A","Mar","yes",0,-1,1,"0.99","0.44","0.27"
"8","H","Tou","yes",3,1,2,"2.25","-0.28","-0.01"
"9","A","Lor","yes",0,-1,1,"1.16","0.34","0.34"
"10","H","Len","yes",3,1,1,"1.88","-0.07","0.27"
"11","A","Str","yes",3,3,3,"1.64","0.07","0.34"
"12","H","Mco","yes",3,1,4,"1.74","0.02","0.35"
"13","A","Lyo","yes",0,-1,0,"0.95","0.46","0.82"
"14","H","Ren","yes",1,0,1,"2.28","-0.29","0.52"
"15","H","Ang","yes",3,1,1,"2.79","-0.58","-0.06"
"16","A","Cle","yes",3,2,2,"1.20","0.32","0.26"
"17","H","Rei","yes",1,0,1,"2.36","-0.34","-0.08"
"18","A","Bre","yes",1,0,0,"1.43","0.19","0.11"
"19","H","Tro","yes",3,4,5,"2.69","-0.52","-0.41"
"20","A","Nic","yes",0,-1,0,"1.31","0.26","-0.15"
"21","H","Cle","yes",1,0,0,"2.04","-0.16","-0.31"
"22","A","Ren","yes",3,2,3,"0.49","0.72","0.42"
"23","H","Str","yes",3,2,2,"2.46","-0.40","0.02"
"24","A","PSG","yes",0,-1,3,"0.65","0.63","0.65"
"25","H","Bre","yes",3,1,2,"2.46","-0.39","0.26"
"26","A","Len","yes",1,0,1,"0.21","0.88","1.14"
"27","H","Lyo","yes",1,0,3,"2.12","-0.20","0.93"
"28","A","Tou","yes",3,2,2,"1.52","0.14","1.07"
"29","H","Lor","yes",3,2,3,"2.25","-0.28","0.80"
"30","A","Ang","yes",0,-1,0,"2.20","-0.25","0.55"
"31","H","Mtp","yes",3,1,2,"2.18","-0.23","0.31"
"32","A","Aux","yes",1,0,1,"1.65","0.07","0.38"
"33","H","Aja","yes",3,3,3,"2.66","-0.51","-0.13"
"34","A","Rei","yes",0,-1,0,"1.21","0.31","0.18"
"35","A","Mco","yes",1,0,0,"1.20","0.32","0.50"
"36","H","Mar","yes",3,1,2,"1.49","0.16","0.66"
"37","H","Nan","yes",3,1,2,"2.60","-0.48","0.18"
"38","A","Tro","yes",1,0,1,"2.08","-0.18","0.00"
