"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Lyo","yes",0,-1,1,"0.67","0.12","0.12"
"2","H","Len","yes",1,0,0,"0.58","0.23","0.35"
"3","A","Ren","yes",0,-1,1,"0.30","0.60","0.95"
"4","H","Lil","yes",0,-2,1,"0.52","0.31","1.26"
"5","A","Mtp","yes",0,-2,0,"0.80","-0.06","1.20"
"6","H","Lor","yes",0,-1,0,"0.71","0.06","1.26"
"7","H","Nic","yes",0,-1,0,"0.47","0.38","1.64"
"8","A","Bre","yes",3,1,1,"1.04","-0.37","1.26"
"9","H","Cle","yes",0,-2,1,"0.65","0.14","1.41"
"10","A","Mar","yes",3,1,2,"0.48","0.36","1.77"
"11","A","Tro","yes",1,0,1,"1.26","-0.67","1.10"
"12","H","PSG","yes",0,-3,0,"0.22","0.72","1.82"
"13","A","Aux","yes",0,-1,0,"0.95","-0.26","1.56"
"14","H","Str","yes",3,2,4,"1.16","-0.53","1.03"
"15","A","Nan","yes",1,0,2,"0.77","-0.01","1.02"
"16","H","Ang","yes",3,1,1,"1.73","-1.28","-0.26"
"17","A","Tou","yes",0,-2,0,"0.67","0.11","-0.15"
"18","H","Rei","yes",0,-1,0,"0.69","0.09","-0.06"
"19","A","Mco","yes",0,-6,1,"0.52","0.31","0.24"
"20","H","Lyo","yes",0,-2,0,"0.72","0.05","0.29"
"21","A","Ang","yes",3,1,2,"1.78","-1.35","-1.06"
"22","H","Nan","yes",0,-2,0,"1.09","-0.44","-1.50"
"23","A","Nic","yes",0,-3,0,"0.71","0.06","-1.44"
"24","A","Lor","yes",0,-3,0,"0.56","0.26","-1.18"
"25","H","Tro","yes",3,1,2,"1.30","-0.72","-1.90"
"26","A","Rei","yes",0,-1,0,"0.46","0.39","-1.51"
"27","H","Mtp","yes",0,-1,0,"0.82","-0.08","-1.58"
"28","H","Mco","yes",0,-2,0,"0.28","0.63","-0.96"
"29","A","Cle","yes",0,-1,1,"0.84","-0.11","-1.07"
"30","H","Aux","no",NA,NA,NA,"1.28","-0.68","-1.75"
"31","A","Str","no",NA,NA,NA,"1.10","-0.45","-2.20"
"32","H","Bre","no",NA,NA,NA,"1.06","-0.40","-2.60"
"33","A","Lil","no",NA,NA,NA,"0.37","0.51","-2.09"
"34","H","Tou","no",NA,NA,NA,"0.96","-0.27","-2.36"
"35","A","PSG","no",NA,NA,NA,"0.19","0.75","-1.61"
"36","H","Ren","no",NA,NA,NA,"0.69","0.09","-1.52"
"37","A","Len","no",NA,NA,NA,"0.17","0.77","-0.75"
"38","H","Mar","no",NA,NA,NA,"0.19","0.75","0.00"
