"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Ajx","yes",0,-5,"1.03","0.23","0.23"
"2","H","Zwo","yes",3,2,"1.76","-0.30","-0.07"
"3","A","Her","yes",3,1,"1.50","-0.11","-0.18"
"4","H","WII","yes",1,0,"1.32","0.02","-0.16"
"5","A","Spa","yes",1,0,"2.24","-0.67","-0.83"
"6","H","Utr","yes",0,-3,"1.07","0.20","-0.63"
"7","A","Fey","yes",0,-2,"1.07","0.20","-0.42"
"8","A","Sit","yes",3,2,"1.99","-0.47","-0.90"
"9","H","Vit","yes",0,-1,"0.43","0.68","-0.21"
"10","A","Twe","yes",3,1,"1.23","0.09","-0.12"
"11","H","Gro","yes",3,3,"1.07","0.21","0.08"
"12","H","Hee","yes",1,0,"0.80","0.41","0.49"
"13","A","AZA","yes",1,0,"1.09","0.19","0.68"
"14","H","Cam","yes",0,-1,"0.69","0.48","1.16"
"15","A","RKC","yes",0,-1,"1.74","-0.29","0.87"
"16","H","PSV","yes",0,-1,"0.46","0.66","1.53"
"17","A","GoA","yes",3,2,"2.08","-0.54","0.99"
"18","A","WII","yes",3,1,"2.08","-0.54","0.45"
"19","H","Her","yes",1,0,"2.03","-0.50","-0.06"
"20","H","Fey","yes",0,-3,"0.56","0.59","0.53"
"21","A","Zwo","no",NA,NA,"2.26","-0.68","-0.15"
"22","A","Hee","no",NA,NA,"2.07","-0.54","-0.69"
"23","H","RKC","no",NA,NA,"1.34","0.01","-0.68"
"24","A","Vit","no",NA,NA,"1.95","-0.45","-1.13"
"25","H","AZA","no",NA,NA,"0.92","0.32","-0.81"
"26","A","Gro","no",NA,NA,"1.98","-0.47","-1.28"
"27","H","Spa","no",NA,NA,"1.48","-0.10","-1.38"
"28","A","Cam","no",NA,NA,"1.85","-0.38","-1.76"
"29","H","Twe","no",NA,NA,"0.73","0.46","-1.30"
"30","H","Ajx","no",NA,NA,"0.22","0.84","-0.46"
"31","A","Utr","no",NA,NA,"1.23","0.09","-0.38"
"32","H","GoA","no",NA,NA,"1.00","0.26","-0.11"
"33","A","PSV","no",NA,NA,"0.76","0.43","0.32"
"34","H","Sit","no",NA,NA,"1.78","-0.32","0.00"
