"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","PSV","yes",0,-2,"0.99","0.06","0.06"
"2","A","Spa","yes",1,0,"0.63","0.40","0.45"
"3","H","NEC","yes",0,-1,"1.36","-0.30","0.16"
"4","H","AZA","yes",3,1,"1.47","-0.40","-0.24"
"5","A","Cam","yes",0,-1,"0.53","0.50","0.26"
"6","H","RKC","yes",3,1,"2.20","-1.10","-0.84"
"7","H","WII","yes",3,1,"2.20","-1.10","-1.94"
"8","A","GoA","yes",0,-2,"0.61","0.42","-1.52"
"9","A","Zwo","yes",0,-1,"0.74","0.30","-1.23"
"10","H","Ajx","yes",1,0,"0.53","0.50","-0.73"
"11","A","Twe","yes",0,-1,"0.17","0.84","0.11"
"12","H","Sit","yes",3,2,"2.29","-1.19","-1.08"
"13","A","Utr","yes",0,-1,"0.19","0.82","-0.26"
"14","A","Fey","yes",0,-1,"0.16","0.85","0.59"
"15","H","Hee","yes",0,-1,"1.72","-0.64","-0.05"
"16","A","Vit","yes",0,-1,"0.50","0.52","0.47"
"17","H","Gro","yes",3,2,"1.94","-0.85","-0.38"
"18","H","Cam","yes",1,0,"1.52","-0.45","-0.82"
"19","A","NEC","yes",1,0,"0.68","0.36","-0.46"
"20","H","GoA","yes",1,0,"1.94","-0.84","-1.31"
"21","A","Ajx","yes",0,-3,"0.14","0.86","-0.45"
"22","H","Utr","yes",3,1,"1.96","-0.87","-1.31"
"23","A","AZA","yes",0,-1,"0.17","0.84","-0.48"
"24","H","Zwo","no",NA,NA,"2.28","-1.18","-1.65"
"25","A","PSV","no",NA,NA,"0.15","0.86","-0.80"
"26","H","Vit","no",NA,NA,"1.16","-0.11","-0.91"
"27","A","Hee","no",NA,NA,"0.59","0.44","-0.47"
"28","A","Sit","no",NA,NA,"0.43","0.59","0.13"
"29","H","Fey","no",NA,NA,"1.16","-0.10","0.03"
"30","A","Gro","no",NA,NA,"0.51","0.51","0.54"
"31","H","Twe","no",NA,NA,"1.56","-0.49","0.05"
"32","A","WII","no",NA,NA,"0.51","0.51","0.56"
"33","A","RKC","no",NA,NA,"0.41","0.61","1.17"
"34","H","Spa","no",NA,NA,"2.28","-1.17","0.00"
