"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","AZA","yes",3,1,"0.89","0.18","0.18"
"2","A","Hee","yes",0,-1,"1.36","-0.25","-0.07"
"3","A","Sit","yes",1,0,"1.09","-0.00","-0.07"
"4","H","Vit","yes",0,-1,"0.74","0.32","0.26"
"5","A","Utr","yes",1,0,"0.70","0.36","0.61"
"6","H","WII","yes",0,-1,"1.86","-0.71","-0.09"
"7","A","Her","yes",0,-1,"0.69","0.37","0.28"
"8","H","GoA","yes",1,0,"1.46","-0.33","-0.06"
"9","A","Fey","yes",1,0,"0.48","0.56","0.50"
"10","H","Spa","yes",3,1,"1.83","-0.68","-0.18"
"11","H","Cam","yes",0,-1,"1.20","-0.10","-0.28"
"12","A","Gro","yes",1,0,"1.01","0.08","-0.20"
"13","H","Ajx","yes",0,-5,"0.36","0.67","0.47"
"14","A","Zwo","yes",1,0,"1.62","-0.48","-0.01"
"15","H","NEC","yes",3,1,"1.03","0.06","0.04"
"16","A","Twe","yes",0,-1,"0.49","0.55","0.59"
"17","H","PSV","yes",0,-3,"0.45","0.59","1.18"
"18","A","Spa","yes",1,0,"1.32","-0.21","0.97"
"19","A","GoA","yes",3,2,"1.05","0.04","1.01"
"20","H","Sit","yes",3,1,"1.88","-0.72","0.28"
"21","A","WII","yes",0,-2,"1.21","-0.11","0.17"
"22","H","Fey","yes",0,-2,"0.77","0.29","0.47"
"23","A","NEC","yes",1,0,"1.55","-0.42","0.04"
"24","H","Twe","yes",0,-1,"0.79","0.28","0.32"
"25","A","Ajx","yes",0,-1,"0.33","0.70","1.01"
"26","H","Hee","yes",1,0,"1.26","-0.16","0.86"
"27","A","Vit","yes",3,1,"1.14","-0.04","0.81"
"28","H","Utr","no",NA,-1,"1.29","-0.18","0.63"
"29","A","PSV","no",NA,NA,"0.37","0.66","1.30"
"30","H","Zwo","no",NA,NA,"1.69","-0.55","0.74"
"31","H","Gro","no",NA,NA,"1.19","-0.09","0.66"
"32","A","Cam","no",NA,NA,"1.16","-0.06","0.60"
"33","H","Her","no",NA,NA,"2.34","-1.14","-0.54"
"34","A","AZA","no",NA,NA,"0.50","0.54","0.00"
