"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Twe","yes",3,1,"0.69","0.36","0.36"
"2","H","RKC","yes",1,0,"1.44","-0.34","0.02"
"3","A","Spa","yes",0,-2,"1.23","-0.14","-0.12"
"4","A","Hee","yes",0,-1,"1.14","-0.06","-0.17"
"5","H","Ajx","yes",0,-5,"0.43","0.60","0.43"
"6","A","Vit","yes",1,0,"1.16","-0.08","0.35"
"7","H","NEC","yes",0,-2,"1.05","0.03","0.37"
"8","H","Cam","yes",3,1,"1.21","-0.13","0.24"
"9","A","WII","yes",1,0,"0.96","0.11","0.36"
"10","A","GoA","yes",0,-1,"1.07","0.01","0.37"
"11","H","PSV","yes",0,-3,"0.46","0.57","0.93"
"12","A","Her","yes",0,-2,"0.86","0.20","1.13"
"13","H","Gro","yes",0,-3,"1.38","-0.28","0.86"
"14","A","AZA","yes",0,-1,"0.49","0.54","1.40"
"15","A","Fey","yes",0,-5,"0.51","0.53","1.92"
"16","A","Zwo","yes",3,1,"1.51","-0.40","1.52"
"17","H","Utr","yes",1,0,"1.47","-0.36","1.16"
"18","A","Ajx","yes",0,-5,"0.29","0.73","1.89"
"19","H","AZA","yes",0,-1,"1.06","0.02","1.91"
"20","A","RKC","yes",0,-1,"1.13","-0.05","1.86"
"21","H","Hee","yes",3,2,"1.28","-0.18","1.68"
"22","A","Gro","yes",3,1,"1.29","-0.20","1.48"
"23","A","Cam","yes",0,-1,"1.30","-0.21","1.27"
"24","H","Zwo","yes",0,-1,"1.65","-0.54","0.73"
"25","H","WII","yes",3,1,"1.94","-0.80","-0.07"
"26","A","PSV","yes",0,-5,"0.32","0.71","0.64"
"27","H","Her","yes",0,-2,"2.01","-0.87","-0.22"
"28","A","Utr","yes",1,0,"0.71","0.34","0.12"
"29","H","Spa","yes",3,3,"1.49","-0.39","-0.27"
"30","H","GoA","yes",3,1,"1.62","-0.50","-0.77"
"31","H","Fey","yes",0,-2,"0.60","0.44","-0.33"
"32","A","Twe","yes",3,1,"0.54","0.49","0.16"
"33","H","Vit","yes",0,-1,"0.78","0.27","0.43"
"34","A","NEC","yes",3,1,"1.54","-0.43","-0.00"
