"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Est","yes",1,0,1,"0.74","0.14","0.14"
"2","H","Ben","yes",0,-1,0,"0.22","0.74","0.88"
"3","H","Alv","yes",1,0,2,"1.41","-0.63","0.26"
"4","A","Cla","yes",1,0,0,"0.76","0.12","0.37"
"5","H","Vit","yes",0,-2,0,"1.29","-0.49","-0.12"
"6","A","Ton","yes",1,0,0,"1.31","-0.51","-0.63"
"7","H","AVS","yes",3,3,3,"1.83","-1.11","-1.74"
"8","A","Gil","yes",0,-2,0,"0.48","0.45","-1.29"
"9","H","Rio","yes",0,-1,1,"0.93","-0.08","-1.37"
"10","A","Cas","yes",3,2,5,"1.20","-0.38","-1.75"
"11","H","Nac","yes",1,0,1,"1.39","-0.61","-2.36"
"12","A","Spo","yes",0,-4,0,"0.18","0.79","-1.57"
"13","H","Aro","yes",3,2,3,"1.19","-0.38","-1.94"
"14","A","Pto","yes",0,-2,1,"0.10","0.88","-1.06"
"15","H","Mor","yes",1,0,0,"1.25","-0.44","-1.50"
"16","A","Fam","yes",3,1,3,"0.47","0.46","-1.04"
"17","H","Bra","yes",1,0,3,"0.59","0.32","-0.72"
"18","H","Est","yes",0,-5,0,"1.25","-0.45","-1.17"
"19","A","Ben","yes",0,-4,0,"0.21","0.76","-0.41"
"20","A","Alv","yes",1,0,1,"0.63","0.27","-0.14"
"21","H","Cla","yes",3,1,1,"1.44","-0.67","-0.81"
"22","A","Vit","yes",0,-1,1,"0.55","0.36","-0.44"
"23","H","Ton","yes",0,-2,0,"1.28","-0.48","-0.92"
"24","A","AVS","yes",1,0,0,"1.41","-0.62","-1.55"
"25","H","Gil","yes",1,0,2,"0.99","-0.14","-1.69"
"26","A","Rio","yes",0,-1,1,"1.17","-0.35","-2.04"
"27","H","Cas","yes",3,4,4,"1.34","-0.55","-2.59"
"28","A","Nac","yes",0,-2,0,"1.00","-0.15","-2.74"
"29","H","Spo","yes",0,-1,0,"0.21","0.76","-1.98"
"30","A","Aro","yes",0,-1,0,"0.73","0.16","-1.82"
"31","H","Pto","yes",0,-1,1,"0.16","0.81","-1.01"
"32","A","Mor","yes",0,-1,2,"0.54","0.38","-0.63"
"33","H","Fam","yes",1,0,0,"0.76","0.12","-0.51"
"34","A","Bra","no",NA,NA,NA,"0.42","0.51","0.00"
