"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Bra","yes",0,-3,0,"0.38","0.47","0.47"
"2","H","Fam","yes",0,-1,0,"0.45","0.38","0.84"
"3","A","Ben","yes",0,-3,0,"0.20","0.71","1.56"
"4","H","Est","yes",1,0,2,"0.77","-0.08","1.48"
"5","A","Alv","yes",0,-1,0,"0.71","0.00","1.48"
"6","H","Ama","yes",1,0,0,"0.98","-0.38","1.10"
"7","A","Cla","yes",3,1,2,"1.05","-0.47","0.63"
"8","A","Rio","yes",0,-3,0,"1.21","-0.70","-0.07"
"9","H","Spo","yes",0,-3,0,"0.08","0.88","0.81"
"10","A","AVS","yes",1,0,2,"1.85","-1.59","-0.78"
"11","H","Vit","yes",0,-1,0,"0.99","-0.39","-1.16"
"12","A","Gil","yes",3,1,1,"0.36","0.49","-0.67"
"13","H","Pto","yes",0,-2,0,"0.05","0.92","0.25"
"14","A","Nac","yes",0,-2,1,"1.05","-0.46","-0.21"
"15","H","Cas","yes",0,-1,1,"0.98","-0.37","-0.58"
"16","H","Aro","yes",3,2,3,"0.83","-0.16","-0.74"
"17","A","Mor","yes",0,-1,0,"0.67","0.06","-0.68"
"18","H","Bra","yes",0,-1,0,"0.29","0.60","-0.08"
"19","A","Fam","yes",0,-3,0,"0.53","0.26","0.18"
"20","H","Ben","yes",1,0,0,"0.12","0.83","1.02"
"21","A","Est","yes",1,0,2,"0.76","-0.06","0.96"
"22","H","Alv","yes",1,0,1,"0.84","-0.18","0.78"
"23","A","Ama","yes",3,2,2,"1.12","-0.57","0.21"
"24","H","Cla","yes",1,0,2,"0.96","-0.35","-0.14"
"25","H","Rio","yes",0,-1,0,"0.50","0.30","0.15"
"26","H","AVS","yes",1,0,0,"1.66","-1.33","-1.18"
"27","A","Vit","yes",0,-5,0,"0.57","0.20","-0.98"
"28","H","Gil","no",NA,NA,NA,"0.51","0.29","-0.69"
"29","A","Pto","no",NA,NA,NA,"0.10","0.86","0.17"
"30","H","Nac","no",NA,NA,NA,"0.93","-0.30","-0.13"
"31","A","Cas","no",NA,NA,NA,"1.17","-0.64","-0.76"
"32","H","Mor","no",NA,NA,NA,"0.68","0.05","-0.71"
"33","A","Aro","no",NA,NA,NA,"0.81","-0.13","-0.85"
"34","A","Spo","no",NA,NA,NA,"0.11","0.85","-0.00"
