"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Tot","yes",1,0,2,"0.87","0.15","0.15"
"2","A","Ful","yes",3,3,3,"0.92","0.11","0.26"
"3","H","Pal","yes",1,0,1,"1.18","-0.15","0.11"
"4","H","Bou","yes",1,0,2,"1.19","-0.16","-0.05"
"5","A","New","yes",0,-1,0,"0.47","0.54","0.49"
"6","H","Eve","yes",0,-2,1,"1.24","-0.21","0.28"
"7","A","Not","yes",1,0,1,"1.37","-0.34","-0.06"
"8","A","MnU","yes",0,-1,1,"0.74","0.28","0.22"
"9","H","Bur","yes",3,3,3,"1.65","-0.61","-0.38"
"10","A","Che","yes",3,2,2,"0.58","0.44","0.05"
"11","H","WHU","yes",3,1,3,"1.08","-0.05","0.01"
"12","A","Liv","yes",0,-3,0,"0.23","0.78","0.78"
"13","H","Ars","yes",0,-1,0,"0.33","0.68","1.46"
"14","H","Lut","yes",3,2,3,"1.91","-0.86","0.60"
"15","A","BHA","yes",0,-1,1,"0.87","0.15","0.75"
"16","A","ShU","yes",0,-1,0,"2.01","-0.96","-0.21"
"17","H","Ast","yes",0,-1,1,"0.82","0.20","-0.01"
"18","H","Wol","yes",0,-3,1,"1.30","-0.27","-0.28"
"19","A","Pal","yes",0,-2,1,"0.96","0.06","-0.21"
"20","H","Not","yes",3,1,3,"1.49","-0.46","-0.67"
"21","A","Tot","yes",0,-1,2,"0.51","0.51","-0.16"
"22","H","MnC","yes",0,-2,1,"0.27","0.73","0.57"
"23","A","Wol","yes",3,2,2,"1.01","0.02","0.59"
"24","H","Liv","yes",0,-3,1,"0.58","0.44","1.03"
"25","A","MnC","yes",0,-1,0,"0.25","0.75","1.78"
"26","A","WHU","yes",0,-2,2,"0.91","0.11","1.89"
"27","H","Che","yes",1,0,2,"0.92","0.11","2.00"
"28","A","Ars","yes",0,-1,1,"0.25","0.75","2.75"
"29","A","Bur","yes",0,-1,1,"1.98","-0.93","1.82"
"30","H","MnU","yes",1,0,1,"0.87","0.15","1.97"
"31","H","BHA","yes",1,0,0,"1.36","-0.32","1.65"
"32","A","Ast","yes",1,0,3,"0.47","0.54","2.19"
"33","H","ShU","yes",3,2,2,"2.23","-1.17","1.01"
"34","A","Lut","yes",3,4,5,"1.62","-0.57","0.44"
"35","A","Eve","yes",0,-1,0,"0.96","0.06","0.50"
"36","H","Ful","yes",1,0,0,"1.36","-0.32","0.18"
"37","A","Bou","yes",3,1,2,"1.01","0.02","0.20"
"38","H","New","yes",0,-2,2,"1.23","-0.20","-0.00"
