"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Not","yes",3,1,2,"2.66","-0.13","-0.13"
"2","A","Pal","yes",3,1,1,"2.37","-0.01","-0.15"
"3","H","Ful","yes",1,0,2,"2.61","-0.11","-0.26"
"4","H","MnU","yes",3,2,3,"2.34","0.00","-0.26"
"5","A","Eve","yes",3,1,1,"2.37","-0.01","-0.27"
"6","H","Tot","yes",1,0,2,"2.34","0.00","-0.27"
"7","A","Bou","yes",3,4,4,"2.40","-0.03","-0.29"
"8","H","MnC","yes",3,1,1,"1.41","0.40","0.11"
"9","A","Che","yes",1,0,2,"2.00","0.15","0.25"
"10","H","ShU","yes",3,5,5,"2.85","-0.22","0.03"
"11","A","New","yes",0,-1,0,"1.83","0.22","0.25"
"12","H","Bur","yes",3,2,3,"2.71","-0.16","0.10"
"13","A","Bre","yes",3,1,1,"2.54","-0.09","0.01"
"14","H","Wol","yes",3,1,2,"2.58","-0.10","-0.09"
"15","A","Lut","yes",3,1,4,"2.68","-0.14","-0.24"
"16","A","Ast","yes",0,-1,0,"1.83","0.22","-0.02"
"17","H","BHA","yes",3,2,2,"2.61","-0.11","-0.13"
"18","A","Liv","yes",1,0,1,"1.21","0.48","0.35"
"19","H","WHU","yes",0,-2,0,"2.47","-0.06","0.30"
"20","A","Ful","yes",0,-1,1,"2.34","0.00","0.30"
"21","H","Pal","yes",3,5,5,"2.53","-0.08","0.22"
"22","A","Not","yes",3,1,2,"2.59","-0.11","0.11"
"23","H","Liv","yes",3,2,3,"2.03","0.13","0.25"
"24","A","WHU","yes",3,6,6,"2.34","0.00","0.25"
"25","A","Bur","yes",3,5,5,"2.79","-0.19","0.06"
"26","H","New","yes",3,3,4,"2.55","-0.09","-0.03"
"27","A","ShU","yes",3,6,6,"2.79","-0.19","-0.22"
"28","H","Bre","yes",3,1,2,"2.63","-0.12","-0.35"
"29","A","MnC","yes",1,0,0,"1.29","0.45","0.10"
"30","H","Lut","yes",3,2,2,"2.78","-0.19","-0.09"
"31","A","BHA","yes",3,3,3,"2.31","0.02","-0.07"
"32","H","Ast","yes",0,-2,0,"2.30","0.02","-0.05"
"33","A","Wol","yes",3,2,2,"2.40","-0.03","-0.08"
"34","H","Che","yes",3,5,5,"2.37","-0.01","-0.09"
"35","A","Tot","yes",3,1,3,"1.89","0.19","0.10"
"36","H","Bou","yes",3,3,3,"2.53","-0.08","0.02"
"37","A","MnU","yes",3,1,1,"2.18","0.07","0.09"
"38","H","Eve","yes",3,1,2,"2.56","-0.09","-0.00"
