"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Pal","yes",0,-1,0,"0.66","-0.41","-0.41"
"2","A","Not","yes",0,-1,1,"0.56","-0.21","-0.62"
"3","H","MnC","yes",0,-1,1,"0.15","0.68","0.06"
"4","H","Eve","yes",1,0,2,"0.57","-0.23","-0.17"
"5","A","Tot","yes",0,-1,1,"0.16","0.65","0.49"
"6","H","New","yes",0,-8,0,"0.69","-0.48","0.00"
"7","A","WHU","yes",0,-2,0,"0.37","0.20","0.21"
"8","A","Ful","yes",0,-2,1,"0.35","0.26","0.46"
"9","H","MnU","yes",0,-1,1,"0.40","0.15","0.62"
"10","A","Ars","yes",0,-5,0,"0.11","0.77","1.39"
"11","H","Wol","yes",3,1,2,"0.63","-0.35","1.04"
"12","A","BHA","yes",1,0,1,"0.32","0.32","1.36"
"13","H","Bou","yes",0,-2,1,"0.53","-0.14","1.23"
"14","A","Bur","yes",0,-5,0,"1.00","-1.14","0.09"
"15","H","Liv","yes",0,-2,0,"0.25","0.47","0.55"
"16","H","Bre","yes",3,1,1,"0.85","-0.82","-0.27"
"17","A","Che","yes",0,-2,0,"0.28","0.39","0.12"
"18","A","Ast","yes",1,0,1,"0.16","0.65","0.77"
"19","H","Lut","yes",0,-1,2,"1.12","-1.41","-0.64"
"20","A","MnC","yes",0,-2,0,"0.11","0.77","0.13"
"21","H","WHU","yes",1,0,2,"0.46","0.00","0.14"
"22","A","Pal","yes",0,-1,2,"0.49","-0.05","0.09"
"23","H","Ast","yes",0,-5,0,"0.30","0.37","0.45"
"24","A","Lut","yes",3,2,3,"0.73","-0.57","-0.12"
"25","H","BHA","yes",0,-5,0,"0.67","-0.44","-0.56"
"26","A","Wol","yes",0,-1,0,"0.36","0.22","-0.34"
"27","H","Ars","yes",0,-6,0,"0.17","0.63","0.30"
"28","A","Bou","yes",1,0,2,"0.39","0.17","0.46"
"29","H","Ful","yes",1,0,3,"0.75","-0.61","-0.15"
"30","A","Liv","yes",0,-2,1,"0.10","0.79","0.64"
"31","H","Che","yes",1,0,2,"0.52","-0.11","0.54"
"32","A","Bre","yes",0,-2,0,"0.48","-0.04","0.50"
"33","H","Bur","yes",0,-3,1,"0.90","-0.93","-0.43"
"34","A","MnU","yes",0,-2,2,"0.28","0.40","-0.03"
"35","A","New","yes",0,-4,1,"0.16","0.66","0.63"
"36","H","Not","no",NA,NA,NA,"0.94","-1.01","-0.38"
"37","A","Eve","no",NA,NA,NA,"0.39","0.16","-0.22"
"38","H","Tot","no",NA,NA,NA,"0.36","0.22","-0.00"
