"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","WHU","yes",1,0,1,"1.35","-0.07","-0.07"
"2","A","Liv","yes",0,-2,1,"0.31","0.75","0.68"
"3","H","Tot","yes",0,-2,0,"1.13","0.11","0.79"
"4","A","Bre","yes",1,0,2,"1.52","-0.21","0.58"
"5","H","Che","yes",1,0,0,"1.18","0.06","0.65"
"6","A","BHA","yes",0,-2,1,"1.11","0.13","0.77"
"7","H","Ars","yes",0,-4,0,"0.45","0.64","1.42"
"8","A","Eve","yes",0,-3,0,"1.20","0.05","1.46"
"9","H","Wol","yes",0,-1,1,"1.59","-0.26","1.20"
"10","H","Bur","yes",3,1,2,"1.92","-0.52","0.68"
"11","A","MnC","yes",0,-5,1,"0.34","0.73","1.41"
"12","H","New","yes",3,2,2,"1.52","-0.20","1.21"
"13","A","ShU","yes",3,2,3,"2.22","-0.76","0.45"
"14","H","Ast","yes",1,0,2,"1.07","0.15","0.60"
"15","A","Pal","yes",3,2,2,"1.20","0.05","0.65"
"16","A","MnU","yes",3,3,3,"0.95","0.25","0.90"
"17","A","Not","yes",3,1,3,"1.63","-0.29","0.61"
"18","H","Ful","yes",3,3,3,"1.64","-0.30","0.30"
"19","A","Tot","yes",0,-2,1,"0.67","0.47","0.77"
"20","H","Liv","yes",0,-4,0,"0.78","0.39","1.16"
"21","A","WHU","yes",1,0,1,"1.15","0.09","1.25"
"22","H","Not","yes",1,0,1,"1.78","-0.41","0.84"
"23","A","Ful","yes",0,-2,1,"1.16","0.08","0.93"
"24","A","New","yes",1,0,2,"0.63","0.50","1.43"
"25","H","MnC","yes",0,-1,0,"0.38","0.70","2.12"
"26","A","Bur","yes",3,2,2,"2.19","-0.74","1.39"
"27","H","ShU","yes",1,0,2,"2.42","-0.91","0.48"
"28","H","Lut","yes",3,1,4,"2.15","-0.70","-0.23"
"29","H","Eve","yes",3,1,2,"1.53","-0.21","-0.44"
"30","H","Pal","yes",3,1,1,"1.47","-0.16","-0.60"
"31","A","Lut","yes",0,-1,1,"1.87","-0.48","-1.08"
"32","H","MnU","yes",1,0,2,"1.13","0.10","-0.97"
"33","A","Ast","yes",0,-2,1,"0.63","0.50","-0.47"
"34","A","Wol","yes",3,1,1,"1.26","0.00","-0.47"
"35","H","BHA","yes",3,3,3,"1.64","-0.30","-0.77"
"36","A","Ars","yes",0,-3,0,"0.34","0.73","-0.04"
"37","H","Bre","yes",0,-1,1,"1.71","-0.36","-0.40"
"38","A","Che","yes",0,-1,1,"0.76","0.40","0.00"
