"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","BHA","yes",0,-3,1,"0.48","0.34","0.34"
"2","A","Che","yes",0,-3,0,"0.57","0.21","0.56"
"3","H","WHU","yes",0,-1,1,"0.65","0.11","0.66"
"4","A","Ful","yes",0,-1,0,"0.45","0.39","1.05"
"5","H","Wol","yes",1,0,1,"0.80","-0.11","0.94"
"6","A","Eve","yes",3,1,2,"0.95","-0.32","0.62"
"7","H","Bur","yes",0,-1,1,"1.36","-0.88","-0.25"
"8","H","Tot","yes",0,-1,0,"0.49","0.32","0.07"
"9","A","Not","yes",1,0,2,"0.97","-0.34","-0.28"
"10","A","Ast","yes",0,-2,1,"0.26","0.64","0.36"
"11","H","Liv","yes",1,0,1,"0.30","0.59","0.95"
"12","A","MnU","yes",0,-1,0,"0.44","0.39","1.35"
"13","H","Pal","yes",3,1,2,"1.08","-0.49","0.86"
"14","A","Bre","yes",0,-2,1,"0.82","-0.14","0.72"
"15","H","Ars","yes",0,-1,3,"0.31","0.58","1.30"
"16","H","MnC","yes",0,-1,1,"0.26","0.65","1.95"
"17","H","New","yes",3,1,1,"1.08","-0.49","1.45"
"18","A","ShU","yes",3,1,3,"1.49","-1.06","0.39"
"19","H","Che","yes",0,-1,2,"0.72","0.01","0.40"
"20","A","Bur","yes",1,0,1,"1.53","-1.12","-0.71"
"21","H","BHA","yes",3,4,4,"0.87","-0.20","-0.91"
"22","A","New","yes",1,0,4,"0.30","0.58","-0.33"
"23","H","ShU","yes",0,-2,1,"1.77","-1.44","-1.77"
"24","H","MnU","yes",0,-1,1,"0.46","0.37","-1.40"
"25","A","Liv","yes",0,-3,1,"0.13","0.83","-0.58"
"26","H","Ast","yes",0,-1,2,"0.48","0.34","-0.24"
"27","A","Pal","yes",1,0,1,"0.98","-0.36","-0.60"
"28","A","Bou","yes",0,-1,3,"0.80","-0.10","-0.70"
"29","H","Not","yes",1,0,1,"1.20","-0.66","-1.36"
"30","A","Tot","no",NA,NA,NA,"0.29","0.60","-0.76"
"31","A","Ars","no",NA,NA,NA,"0.15","0.79","0.03"
"32","H","Bou","no",NA,NA,NA,"0.76","-0.05","-0.02"
"33","A","MnC","no",NA,NA,NA,"0.19","0.74","0.72"
"34","H","Bre","no",NA,NA,NA,"1.29","-0.78","-0.06"
"35","A","Wol","no",NA,NA,NA,"0.49","0.33","0.27"
"36","H","Eve","no",NA,NA,NA,"0.74","-0.01","0.26"
"37","A","WHU","no",NA,NA,NA,"0.55","0.24","0.49"
"38","H","Ful","no",NA,NA,NA,"1.08","-0.49","-0.00"
