"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Go Ahead Eagles",718,"SC Heerenveen",673,0,1,"A","2021-08-13","18:00:00","FINISHED"
1,"RKC Waalwijk",683,"AZ",682,1,0,"H","2021-08-14","14:30:00","FINISHED"
1,"Heracles Almelo",671,"PSV",674,0,2,"A","2021-08-14","16:45:00","FINISHED"
1,"Fortuna Sittard",1920,"FC Twente '65",666,2,1,"H","2021-08-14","18:00:00","FINISHED"
1,"AFC Ajax",678,"NEC",1915,5,0,"H","2021-08-14","19:00:00","FINISHED"
1,"SC Cambuur-Leeuwarden",1909,"FC Groningen",677,1,2,"A","2021-08-15","10:15:00","FINISHED"
1,"FC Utrecht",676,"Sparta Rotterdam",6806,4,0,"H","2021-08-15","12:30:00","FINISHED"
1,"PEC Zwolle",684,"SBV Vitesse",679,0,1,"A","2021-08-15","12:30:00","FINISHED"
1,"Willem II Tilburg",672,"Feyenoord Rotterdam",675,0,4,"A","2021-08-15","14:45:00","FINISHED"
2,"NEC",1915,"PEC Zwolle",684,2,0,"H","2021-08-20","18:00:00","FINISHED"
2,"SC Heerenveen",673,"RKC Waalwijk",683,3,2,"H","2021-08-21","16:45:00","FINISHED"
2,"Sparta Rotterdam",6806,"Heracles Almelo",671,1,1,"D","2021-08-21","18:00:00","FINISHED"
2,"PSV",674,"SC Cambuur-Leeuwarden",1909,4,1,"H","2021-08-21","18:00:00","FINISHED"
2,"FC Groningen",677,"FC Utrecht",676,0,0,"D","2021-08-21","19:00:00","FINISHED"
2,"FC Twente '65",666,"AFC Ajax",678,1,1,"D","2021-08-22","10:15:00","FINISHED"
2,"Feyenoord Rotterdam",675,"Go Ahead Eagles",718,2,0,"H","2021-08-22","12:30:00","FINISHED"
2,"SBV Vitesse",679,"Willem II Tilburg",672,0,3,"A","2021-08-22","14:45:00","FINISHED"
3,"Fortuna Sittard",1920,"RKC Waalwijk",683,2,2,"D","2021-08-27","18:00:00","FINISHED"
3,"SC Cambuur-Leeuwarden",1909,"FC Twente '65",666,2,0,"H","2021-08-28","16:45:00","FINISHED"
3,"PSV",674,"FC Groningen",677,5,2,"H","2021-08-28","18:00:00","FINISHED"
3,"Go Ahead Eagles",718,"Sparta Rotterdam",6806,2,0,"H","2021-08-28","18:00:00","FINISHED"
3,"Willem II Tilburg",672,"PEC Zwolle",684,1,0,"H","2021-08-28","19:00:00","FINISHED"
3,"FC Utrecht",676,"Feyenoord Rotterdam",675,3,1,"H","2021-08-29","10:15:00","FINISHED"
3,"Heracles Almelo",671,"NEC",1915,0,1,"A","2021-08-29","12:30:00","FINISHED"
3,"AFC Ajax",678,"SBV Vitesse",679,5,0,"H","2021-08-29","12:30:00","FINISHED"
3,"SC Heerenveen",673,"AZ",682,1,3,"A","2021-08-29","14:45:00","FINISHED"
4,"FC Twente '65",666,"FC Utrecht",676,1,0,"H","2021-09-11","14:30:00","FINISHED"
4,"SC Cambuur-Leeuwarden",1909,"Go Ahead Eagles",718,5,2,"H","2021-09-11","16:45:00","FINISHED"
4,"PEC Zwolle",684,"AFC Ajax",678,0,2,"A","2021-09-11","16:45:00","FINISHED"
4,"AZ",682,"PSV",674,0,3,"A","2021-09-11","19:00:00","FINISHED"
4,"NEC",1915,"Willem II Tilburg",672,0,0,"D","2021-09-12","10:15:00","FINISHED"
4,"FC Groningen",677,"SC Heerenveen",673,1,1,"D","2021-09-12","12:30:00","FINISHED"
4,"Sparta Rotterdam",6806,"Fortuna Sittard",1920,3,1,"H","2021-09-12","12:30:00","FINISHED"
4,"RKC Waalwijk",683,"SBV Vitesse",679,1,2,"A","2021-09-12","14:45:00","FINISHED"
5,"Sparta Rotterdam",6806,"NEC",1915,1,1,"D","2021-09-17","18:00:00","FINISHED"
5,"SC Heerenveen",673,"Fortuna Sittard",1920,1,0,"H","2021-09-18","14:30:00","FINISHED"
5,"Willem II Tilburg",672,"FC Groningen",677,2,1,"H","2021-09-18","16:45:00","FINISHED"
5,"AFC Ajax",678,"SC Cambuur-Leeuwarden",1909,9,0,"H","2021-09-18","18:00:00","FINISHED"
5,"FC Utrecht",676,"RKC Waalwijk",683,2,2,"D","2021-09-18","19:00:00","FINISHED"
5,"Go Ahead Eagles",718,"PEC Zwolle",684,1,0,"H","2021-09-19","10:15:00","FINISHED"
5,"PSV",674,"Feyenoord Rotterdam",675,0,4,"A","2021-09-19","12:30:00","FINISHED"
5,"Heracles Almelo",671,"AZ",682,3,2,"H","2021-09-19","14:45:00","FINISHED"
5,"SBV Vitesse",679,"FC Twente '65",666,1,4,"A","2021-09-19","14:45:00","FINISHED"
6,"Fortuna Sittard",1920,"AFC Ajax",678,0,5,"A","2021-09-21","16:45:00","FINISHED"
6,"RKC Waalwijk",683,"Willem II Tilburg",672,1,2,"A","2021-09-21","19:00:00","FINISHED"
6,"NEC",1915,"FC Utrecht",676,0,3,"A","2021-09-22","16:45:00","FINISHED"
6,"Go Ahead Eagles",718,"PSV",674,1,2,"A","2021-09-22","16:45:00","FINISHED"
6,"FC Groningen",677,"SBV Vitesse",679,0,1,"A","2021-09-22","18:00:00","FINISHED"
6,"PEC Zwolle",684,"Sparta Rotterdam",6806,1,1,"D","2021-09-22","19:00:00","FINISHED"
6,"Feyenoord Rotterdam",675,"SC Heerenveen",673,3,1,"H","2021-09-22","19:00:00","FINISHED"
6,"SC Cambuur-Leeuwarden",1909,"Heracles Almelo",671,2,1,"H","2021-09-23","16:45:00","FINISHED"
6,"FC Twente '65",666,"AZ",682,3,1,"H","2021-09-23","19:00:00","FINISHED"
7,"Willem II Tilburg",672,"PSV",674,2,1,"H","2021-09-25","14:30:00","FINISHED"
7,"SBV Vitesse",679,"Fortuna Sittard",1920,1,1,"D","2021-09-25","16:45:00","FINISHED"
7,"AFC Ajax",678,"FC Groningen",677,3,0,"H","2021-09-25","16:45:00","FINISHED"
7,"FC Utrecht",676,"PEC Zwolle",684,5,1,"H","2021-09-25","19:00:00","FINISHED"
7,"Feyenoord Rotterdam",675,"NEC",1915,5,3,"H","2021-09-25","19:00:00","FINISHED"
7,"Sparta Rotterdam",6806,"SC Cambuur-Leeuwarden",1909,0,4,"A","2021-09-26","10:15:00","FINISHED"
7,"SC Heerenveen",673,"FC Twente '65",666,2,3,"A","2021-09-26","12:30:00","FINISHED"
7,"AZ",682,"Go Ahead Eagles",718,5,0,"H","2021-09-26","12:30:00","FINISHED"
7,"Heracles Almelo",671,"RKC Waalwijk",683,1,0,"H","2021-09-26","14:45:00","FINISHED"
8,"FC Groningen",677,"FC Twente '65",666,1,1,"D","2021-10-01","18:00:00","FINISHED"
8,"RKC Waalwijk",683,"Go Ahead Eagles",718,1,1,"D","2021-10-02","16:45:00","FINISHED"
8,"PEC Zwolle",684,"SC Heerenveen",673,0,1,"A","2021-10-02","18:00:00","FINISHED"
8,"Heracles Almelo",671,"Willem II Tilburg",672,3,2,"H","2021-10-02","18:00:00","FINISHED"
