"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Lei","yes",0,-1,0,"0.36","0.52","0.52"
"2","H","BMg","yes",0,-2,0,"0.70","0.08","0.60"
"3","A","Fbg","yes",0,-1,1,"0.45","0.41","1.01"
"4","H","Kie","yes",1,0,2,"1.74","-1.30","-0.29"
"5","A","Dor","yes",0,-2,2,"0.37","0.51","0.22"
"6","H","Wol","yes",0,-2,1,"0.60","0.21","0.43"
"7","A","Hof","yes",0,-2,1,"1.06","-0.40","0.03"
"8","H","Mun","yes",0,-5,0,"0.25","0.67","0.70"
"9","A","Fra","yes",0,-5,2,"0.36","0.53","1.23"
"10","H","Lev","yes",1,0,1,"0.23","0.69","1.92"
"11","A","Stu","yes",0,-2,0,"0.65","0.14","2.06"
"12","A","Aug","yes",0,-1,0,"0.53","0.29","2.35"
"13","H","Bre","yes",0,-1,0,"0.53","0.30","2.66"
"14","A","UnB","yes",3,2,2,"0.72","0.04","2.70"
"15","H","Hei","yes",3,2,2,"1.27","-0.68","2.02"
"16","A","Mai","yes",0,-2,0,"0.59","0.23","2.25"
"17","H","StP","yes",3,1,1,"1.13","-0.49","1.76"
"18","H","Lei","yes",1,0,3,"0.78","-0.03","1.73"
"19","A","BMg","yes",0,-3,0,"0.52","0.31","2.04"
"20","H","Fbg","yes",0,-1,0,"0.87","-0.15","1.89"
"21","A","Kie","yes",1,0,2,"1.25","-0.65","1.24"
"22","H","Dor","yes",3,2,2,"1.13","-0.48","0.75"
"23","A","Wol","yes",1,0,1,"0.98","-0.29","0.46"
"24","H","Hof","yes",0,-1,0,"1.17","-0.54","-0.07"
"25","A","Mun","yes",3,1,3,"0.12","0.85","0.77"
"26","H","Fra","yes",0,-2,1,"0.67","0.11","0.88"
"27","A","Lev","yes",0,-2,1,"0.26","0.65","1.54"
"28","H","Stu","yes",0,-4,0,"0.70","0.08","1.62"
"29","H","Aug","no",NA,NA,NA,"0.87","-0.15","1.47"
"30","A","Bre","no",NA,NA,NA,"0.82","-0.08","1.39"
"31","H","UnB","no",NA,NA,NA,"1.08","-0.43","0.96"
"32","A","Hei","no",NA,NA,NA,"1.34","-0.77","0.19"
"33","H","Mai","no",NA,NA,NA,"0.57","0.25","0.45"
"34","A","StP","no",NA,NA,NA,"1.10","-0.45","0.00"
