"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","BMg","yes",3,1,3,"2.08","-0.03","-0.03"
"2","H","Lei","yes",0,-1,2,"2.08","-0.03","-0.05"
"3","A","Hof","yes",3,3,4,"2.38","-0.17","-0.22"
"4","H","Wol","yes",3,1,4,"1.79","0.12","-0.11"
"5","A","Mun","yes",1,0,1,"0.77","0.62","0.52"
"6","H","Kie","yes",1,0,2,"2.51","-0.24","0.28"
"7","H","Fra","yes",3,1,2,"1.82","0.10","0.38"
"8","A","Bre","yes",1,0,2,"2.21","-0.09","0.29"
"9","H","Stu","yes",1,0,0,"1.78","0.12","0.41"
"10","A","Boc","yes",1,0,1,"2.52","-0.24","0.18"
"11","H","Hei","yes",3,3,5,"2.24","-0.11","0.07"
"12","A","UnB","yes",3,1,2,"2.22","-0.09","-0.02"
"13","H","StP","yes",3,1,2,"2.24","-0.10","-0.12"
"14","A","Aug","yes",3,2,2,"2.13","-0.05","-0.17"
"15","H","Fbg","yes",3,4,5,"1.88","0.07","-0.10"
"16","A","Dor","yes",3,1,3,"1.41","0.31","0.21"
"17","H","Mai","yes",3,1,1,"1.83","0.10","0.30"
"18","H","BMg","yes",3,2,3,"2.09","-0.03","0.27"
"19","A","Lei","yes",1,0,2,"1.78","0.12","0.39"
"20","H","Hof","yes",3,2,3,"2.36","-0.16","0.23"
"21","A","Wol","yes",1,0,0,"2.40","-0.18","0.05"
"22","H","Mun","yes",1,0,0,"1.04","0.49","0.54"
"23","A","Kie","yes",3,2,2,"2.48","-0.22","0.31"
"24","A","Fra","yes",3,3,4,"1.54","0.24","0.55"
"25","H","Bre","yes",0,-2,0,"1.61","0.21","0.76"
"26","A","Stu","yes",3,1,4,"2.12","-0.05","0.72"
"27","H","Boc","yes",3,2,3,"2.48","-0.22","0.50"
"28","A","Hei","yes",3,1,1,"2.57","-0.27","0.23"
"29","H","UnB","yes",1,0,0,"2.18","-0.08","0.15"
"30","A","StP","yes",1,0,1,"2.48","-0.22","-0.07"
"31","H","Aug","yes",3,2,2,"2.14","-0.05","-0.12"
"32","A","Fbg","yes",1,0,2,"1.78","0.12","0.00"
"33","H","Dor","yes",0,-2,2,"2.08","-0.03","-0.02"
"34","A","Mai","yes",1,0,2,"1.98","0.02","0.00"
