"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Bre","yes",1,0,2,"0.93","0.26","0.26"
"2","A","Hei","yes",0,-4,0,"1.92","-0.52","-0.26"
"3","H","StP","yes",3,2,3,"1.63","-0.29","-0.55"
"4","H","Mai","yes",0,-1,2,"1.15","0.09","-0.46"
"5","A","Lei","yes",0,-4,0,"0.85","0.33","-0.13"
"6","H","BMg","yes",3,1,2,"1.44","-0.14","-0.26"
"7","A","Fbg","yes",0,-2,1,"0.84","0.33","0.07"
"8","H","Dor","yes",3,1,2,"1.43","-0.13","-0.06"
"9","A","Wol","yes",1,0,1,"1.60","-0.26","-0.32"
"10","H","Hof","yes",1,0,0,"1.81","-0.43","-0.75"
"11","A","Mun","yes",0,-3,0,"0.26","0.79","0.05"
"12","H","Boc","yes",3,1,1,"2.00","-0.58","-0.53"
"13","A","Fra","yes",1,0,2,"0.66","0.48","-0.05"
"14","H","Lev","yes",0,-2,0,"0.67","0.47","0.42"
"15","A","Kie","yes",0,-4,1,"1.75","-0.38","0.03"
"16","H","Stu","yes",0,-1,0,"1.10","0.13","0.17"
"17","A","UnB","yes",3,2,2,"1.32","-0.04","0.13"
"18","A","Bre","yes",3,2,2,"1.30","-0.03","0.09"
"19","H","Hei","yes",3,1,2,"1.64","-0.30","-0.20"
"20","A","StP","yes",1,0,1,"1.73","-0.37","-0.57"
"21","A","Mai","yes",1,0,0,"1.04","0.18","-0.39"
"22","H","Lei","yes",1,0,0,"1.43","-0.13","-0.52"
"23","A","BMg","yes",3,3,3,"1.15","0.09","-0.43"
"24","H","Fbg","yes",1,0,0,"1.20","0.05","-0.38"
"25","A","Dor","yes",3,1,1,"0.57","0.55","0.16"
"26","H","Wol","yes",3,1,1,"1.10","0.13","0.29"
"27","A","Hof","yes",1,0,1,"1.56","-0.23","0.06"
"28","H","Mun","yes",0,-2,1,"0.52","0.59","0.65"
"29","A","Boc","yes",3,1,2,"1.81","-0.43","0.22"
"30","H","Fra","yes",1,0,0,"1.14","0.10","0.32"
"31","A","Lev","yes",0,-2,0,"0.65","0.49","0.81"
"32","H","Kie","yes",0,-2,1,"2.06","-0.63","0.18"
"33","A","Stu","yes",0,-4,0,"1.20","0.05","0.23"
"34","H","UnB","yes",0,-1,1,"1.56","-0.23","0.00"
