fdo_id,fdo_name,short_name,abbrev,sky_name,BBC_name,deduction
666,FC Twente '65,Twente,Twe,NA,Twente,0
671,Heracles Almelo,Heracles,Her,NA,Heracles,0
672,Willem II Tilburg,Willem II,Wil,NA,Willem II,0
673,SC Heerenveen,Heerenveen,Hee,NA,Heerenveen,0
674,PSV,PSV Eindhoven,PSV,NA,PSV,0
675,Feyenoord Rotterdam,Feyenoord,Fey,NA,Feyenoord,0
676,FC Utrecht,Utrecht,Utr,NA,Utrecht,0
677,FC Groningen,Groningen,Gro,NA,Groningen,0
678,AFC Ajax,Ajax,Ajx,NA,Ajax,0
681,NAC Breda,NAC Breda,NAC,NA,NAC Breda,0
682,AZ,AZ Alkmaar,AZA,NA,AZ,0
683,RKC Waalwijk,RKC Waalwijk,RKC,NA,RKC Waalwijk,0
684,PEC Zwolle,PEC Zwolle,Zwo,NA,PEC Zwolle,0
718,Go Ahead Eagles,Go Ahead Eagles,GoA,NA,Go Ahead Eagles,0
1911,Almere City FC,Almere City,Alm,NA,Almere City,0
1915,NEC,NEC,NEC,NA,NEC,0
1920,Fortuna Sittard,Fortuna Sittard,Sit,NA,Fortuna Sittard,0
6806,Sparta Rotterdam,Sparta Rotterdam,Spa,NA,Sparta Rotterdam,0
