"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"FC Groningen",677,"NAC Breda",681,4,1,"H","2024-08-09","18:00:00","FINISHED"
1,"Feyenoord Rotterdam",675,"Willem II Tilburg",672,1,1,"D","2024-08-10","14:30:00","FINISHED"
1,"NEC",1915,"FC Twente '65",666,1,2,"A","2024-08-10","16:45:00","FINISHED"
1,"Almere City FC",1911,"AZ",682,0,1,"A","2024-08-10","18:00:00","FINISHED"
1,"PSV",674,"RKC Waalwijk",683,5,1,"H","2024-08-10","19:00:00","FINISHED"
1,"Sparta Rotterdam",6806,"Heracles Almelo",671,0,0,"D","2024-08-11","10:15:00","FINISHED"
1,"FC Utrecht",676,"PEC Zwolle",684,1,0,"H","2024-08-11","12:30:00","FINISHED"
1,"Go Ahead Eagles",718,"Fortuna Sittard",1920,0,2,"A","2024-08-11","12:30:00","FINISHED"
1,"AFC Ajax",678,"SC Heerenveen",673,1,0,"H","2024-08-11","14:45:00","FINISHED"
2,"Fortuna Sittard",1920,"Almere City FC",1911,3,0,"H","2024-08-16","18:00:00","FINISHED"
2,"SC Heerenveen",673,"FC Utrecht",676,1,1,"D","2024-08-17","14:30:00","FINISHED"
2,"FC Twente '65",666,"Sparta Rotterdam",6806,1,1,"D","2024-08-17","16:45:00","FINISHED"
2,"AZ",682,"NEC",1915,1,0,"H","2024-08-17","18:00:00","FINISHED"
2,"RKC Waalwijk",683,"FC Groningen",677,1,2,"A","2024-08-17","19:00:00","FINISHED"
2,"Heracles Almelo",671,"PSV",674,1,3,"A","2024-08-18","10:15:00","FINISHED"
2,"PEC Zwolle",684,"Feyenoord Rotterdam",675,1,5,"A","2024-08-18","12:30:00","FINISHED"
2,"Willem II Tilburg",672,"Go Ahead Eagles",718,2,0,"H","2024-08-18","12:30:00","FINISHED"
2,"NAC Breda",681,"AFC Ajax",678,2,1,"H","2024-08-18","14:45:00","FINISHED"
3,"NEC",1915,"PEC Zwolle",684,1,0,"H","2024-08-24","16:45:00","FINISHED"
3,"Almere City FC",1911,"PSV",674,1,7,"A","2024-08-24","18:00:00","FINISHED"
3,"NAC Breda",681,"FC Utrecht",676,1,2,"A","2024-08-24","19:00:00","FINISHED"
3,"FC Groningen",677,"AZ",682,0,0,"D","2024-08-25","10:15:00","FINISHED"
3,"Heracles Almelo",671,"Willem II Tilburg",672,1,1,"D","2024-08-25","12:30:00","FINISHED"
3,"Sparta Rotterdam",6806,"Feyenoord Rotterdam",675,1,1,"D","2024-08-25","12:30:00","FINISHED"
