"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Lee","yes",1,0,2,"0.36","0.73","0.73"
"2","H","QPR","yes",0,-1,1,"1.45","-0.08","0.66"
"3","A","Lei","yes",0,-1,1,"0.63","0.54","1.19"
"4","H","ShW","yes",3,1,2,"1.92","-0.42","0.77"
"5","A","Ips","yes",0,-1,2,"0.49","0.64","1.40"
"6","H","Swa","yes",3,2,2,"1.43","-0.05","1.35"
"7","H","Cov","yes",3,1,3,"1.22","0.10","1.45"
"8","A","Sun","yes",3,1,1,"1.15","0.15","1.60"
"9","H","Rot","yes",3,2,2,"2.54","-0.88","0.72"
"10","A","Mid","yes",0,-2,0,"1.50","-0.11","0.61"
"11","H","Wat","yes",1,0,1,"1.30","0.04","0.65"
"12","A","Bbn","yes",0,-1,0,"1.68","-0.24","0.41"
"13","A","Hud","yes",3,4,4,"1.69","-0.25","0.16"
"14","H","BrC","yes",3,2,2,"1.58","-0.17","-0.01"
"15","A","Sto","yes",1,0,0,"1.61","-0.19","-0.20"
"16","H","Nor","yes",0,-1,2,"1.59","-0.17","-0.38"
"17","A","PNE","yes",3,1,2,"1.14","0.16","-0.22"
"18","H","WBA","yes",0,-1,0,"1.37","-0.01","-0.23"
"19","A","Sot","yes",0,-2,0,"0.80","0.41","0.18"
"20","H","Mil","yes",3,1,1,"1.46","-0.08","0.09"
"21","H","Bir","yes",0,-1,0,"2.03","-0.50","-0.41"
"22","A","Hul","yes",0,-3,0,"1.45","-0.07","-0.48"
"23","A","ShW","yes",3,1,2,"1.51","-0.12","-0.60"
"24","H","Ply","yes",1,0,2,"1.94","-0.44","-1.04"
"25","H","Lei","yes",0,-2,0,"0.58","0.57","-0.47"
"26","A","QPR","yes",3,1,2,"1.77","-0.31","-0.78"
"27","H","Lee","yes",0,-3,0,"0.90","0.33","-0.44"
"28","A","Ply","yes",0,-2,1,"1.41","-0.04","-0.49"
"29","A","Wat","yes",3,1,1,"1.72","-0.28","-0.76"
"30","H","PNE","yes",0,-2,0,"1.24","0.09","-0.68"
"31","A","WBA","yes",0,-2,0,"0.63","0.54","-0.14"
"32","A","Nor","yes",0,-3,1,"0.68","0.49","0.35"
"33","H","Bbn","yes",1,0,0,"1.71","-0.27","0.09"
"34","H","Sto","yes",3,1,2,"1.53","-0.13","-0.04"
"35","A","BrC","yes",3,1,1,"1.24","0.08","0.04"
"36","H","Hud","yes",3,1,1,"1.77","-0.31","-0.27"
"37","H","Ips","yes",3,1,2,"0.78","0.42","0.15"
"38","A","Swa","yes",0,-2,0,"1.53","-0.13","0.02"
"39","H","Sun","yes",0,-2,0,"1.67","-0.24","-0.22"
"40","A","Cov","no",NA,NA,NA,"1.13","0.16","-0.06"
"41","H","Hul","no",NA,NA,NA,"1.00","0.26","0.20"
"42","A","Bir","no",NA,NA,NA,"1.42","-0.05","0.15"
"43","A","Mil","no",NA,NA,NA,"1.68","-0.24","-0.09"
"44","H","Sot","no",NA,NA,NA,"0.83","0.39","0.30"
"45","H","Mid","no",NA,NA,NA,"1.16","0.14","0.44"
"46","A","Rot","no",NA,NA,NA,"1.95","-0.44","-0.00"
