"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Sot","yes",0,-1,1,"0.86","0.25","0.25"
"2","A","Hul","yes",0,-2,2,"1.06","0.08","0.33"
"3","H","PNE","yes",0,-1,0,"1.38","-0.20","0.13"
"4","A","Cdf","yes",0,-1,1,"1.07","0.07","0.20"
"5","A","Lee","yes",1,0,0,"0.41","0.65","0.85"
"6","H","Ips","yes",0,-1,0,"0.75","0.35","1.20"
"7","H","Mid","yes",1,0,1,"1.02","0.12","1.31"
"8","A","Swa","yes",0,-3,0,"1.23","-0.07","1.25"
"9","H","Sun","yes",0,-3,0,"1.48","-0.28","0.97"
"10","A","WBA","yes",0,-1,0,"0.52","0.55","1.51"
"11","H","Hud","yes",1,0,0,"1.71","-0.48","1.03"
"12","A","Wat","yes",0,-1,0,"1.31","-0.14","0.89"
"13","A","Ply","yes",0,-3,0,"1.00","0.13","1.02"
"14","H","Rot","yes",3,2,2,"2.52","-1.19","-0.17"
"15","A","BrC","yes",0,-1,0,"0.92","0.20","0.04"
"16","H","Mil","yes",0,-4,0,"1.34","-0.17","-0.13"
"17","A","Bir","yes",0,-1,1,"0.96","0.17","0.04"
"18","H","Lei","yes",1,0,1,"0.65","0.43","0.47"
"19","H","Bbn","yes",3,2,3,"1.31","-0.13","0.33"
"20","A","Sto","yes",3,1,1,"1.19","-0.03","0.30"
"21","A","Nor","yes",0,-2,1,"0.52","0.55","0.85"
"22","H","QPR","yes",3,1,2,"1.26","-0.10","0.75"
"23","H","Cdf","yes",0,-1,1,"1.26","-0.09","0.66"
"24","A","Cov","yes",0,-2,0,"0.99","0.14","0.80"
"25","A","PNE","yes",3,1,1,"0.92","0.20","1.00"
"26","H","Hul","yes",3,2,3,"0.94","0.18","1.19"
"27","A","Sot","yes",0,-4,0,"0.55","0.52","1.71"
"28","H","Cov","yes",0,-1,1,"1.26","-0.09","1.62"
"29","H","Wat","yes",1,0,0,"1.26","-0.10","1.52"
"30","A","Hud","yes",0,-4,0,"1.36","-0.18","1.34"
"31","H","Bir","yes",3,2,2,"1.95","-0.69","0.65"
"32","A","Lei","yes",0,-2,0,"0.43","0.62","1.27"
"33","A","Mil","yes",3,2,2,"1.11","0.04","1.31"
"34","H","BrC","yes",3,1,2,"1.43","-0.24","1.07"
"35","A","Rot","yes",3,1,1,"1.51","-0.31","0.76"
"36","H","Ply","yes",3,1,1,"1.85","-0.60","0.15"
"37","H","Lee","yes",0,-2,0,"0.93","0.19","0.34"
"38","A","Ips","yes",0,-6,0,"0.38","0.67","1.01"
"39","H","Swa","yes",1,0,1,"1.30","-0.13","0.88"
"40","A","Mid","yes",0,-2,0,"1.03","0.11","0.99"
"41","A","QPR","yes",3,2,2,"1.31","-0.14","0.85"
"42","H","Nor","yes",1,0,2,"1.47","-0.27","0.58"
"43","H","Sto","yes",1,0,1,"1.39","-0.21","0.37"
"44","A","Bbn","yes",3,2,3,"1.40","-0.21","0.16"
"45","H","WBA","yes",3,3,3,"1.38","-0.20","-0.04"
"46","A","Sun","yes",3,2,2,"1.11","0.04","0.00"
