"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Hud","yes",3,2,3,"1.87","-0.69","-0.69"
"2","A","Wat","yes",1,0,0,"1.01","0.09","-0.60"
"3","H","Sot","yes",0,-1,1,"1.01","0.09","-0.52"
"4","A","Bir","yes",0,-1,1,"0.71","0.36","-0.15"
"5","H","Bbn","yes",3,3,3,"1.48","-0.34","-0.49"
"6","A","PNE","yes",0,-1,1,"0.67","0.39","-0.10"
"7","A","BrC","yes",0,-3,1,"0.67","0.39","0.30"
"8","H","Nor","yes",3,4,6,"1.64","-0.48","-0.18"
"9","A","Hul","yes",1,0,1,"0.79","0.29","0.10"
"10","H","Mil","yes",0,-2,0,"1.52","-0.37","-0.27"
"11","H","Swa","yes",0,-2,1,"1.48","-0.33","-0.60"
"12","A","WBA","yes",1,0,0,"0.37","0.67","0.07"
"13","H","ShW","yes",3,3,3,"1.74","-0.57","-0.50"
"14","A","Ips","yes",0,-1,2,"0.26","0.76","0.26"
"15","H","Mid","yes",1,0,3,"1.18","-0.07","0.20"
"16","A","Lee","yes",0,-1,1,"0.28","0.74","0.94"
"17","H","Sun","yes",3,2,2,"1.65","-0.49","0.45"
"18","A","Cov","yes",0,-1,0,"0.73","0.34","0.79"
"19","H","Sto","yes",3,1,2,"1.56","-0.41","0.38"
"20","A","Lei","yes",0,-4,0,"0.30","0.73","1.11"
"21","A","QPR","yes",1,0,0,"1.01","0.09","1.20"
"22","H","Rot","yes",3,1,3,"2.60","-1.35","-0.15"
"23","H","Bir","yes",1,0,3,"2.10","-0.89","-1.04"
"24","A","Cdf","yes",1,0,2,"0.80","0.28","-0.76"
"25","A","Sot","yes",0,-1,1,"0.39","0.65","-0.11"
"26","H","Wat","yes",1,0,3,"1.44","-0.30","-0.40"
"27","A","Hud","yes",1,0,1,"1.06","0.04","-0.36"
"28","H","Cdf","yes",3,2,3,"1.43","-0.29","-0.65"
"29","A","Swa","yes",3,1,1,"0.94","0.16","-0.50"
"30","A","Sun","yes",0,-2,1,"0.83","0.25","-0.25"
"31","H","Cov","yes",1,0,2,"1.43","-0.29","-0.54"
"32","H","Lee","yes",0,-2,0,"1.09","0.02","-0.52"
"33","H","WBA","yes",0,-3,0,"1.55","-0.40","-0.92"
"34","A","Mid","yes",3,2,2,"0.76","0.31","-0.61"
"35","H","Ips","yes",0,-2,0,"0.89","0.20","-0.41"
"36","A","ShW","yes",0,-1,0,"0.87","0.22","-0.20"
"37","A","Bbn","yes",1,0,1,"1.09","0.01","-0.18"
"38","H","PNE","yes",0,-1,0,"1.56","-0.41","-0.59"
"39","A","Nor","yes",0,-1,1,"0.37","0.67","0.08"
"40","H","BrC","yes",0,-1,0,"1.60","-0.44","-0.36"
"41","A","Rot","yes",3,1,1,"1.20","-0.08","-0.45"
"42","H","QPR","yes",1,0,1,"1.44","-0.30","-0.74"
"43","H","Lei","yes",3,1,1,"0.78","0.30","-0.45"
"44","A","Sto","yes",0,-3,0,"0.90","0.19","-0.26"
"45","A","Mil","yes",0,-1,0,"0.83","0.25","-0.01"
"46","H","Hul","yes",3,1,1,"1.10","0.01","0.00"
