"","HA","vs","played","sched","cumulative"
"1","A","Boa","yes","0.11","0.11"
"2","H","Mar","yes","-0.89","-0.79"
"3","A","Rio","yes","0.47","-0.31"
"4","H","Fam","yes","0.05","-0.26"
"5","A","Gui","yes","0.42","0.16"
"6","A","Pac","yes","-0.28","-0.12"
"7","H","Spo","yes","0.16","0.04"
"8","H","Ton","yes","-0.71","-0.67"
"9","A","Bel","yes","0.09","-0.58"
"10","A","Pto","yes","0.85","0.27"
"11","H","Gil","yes","-0.36","-0.10"
"12","A","Mor","yes","0.21","0.11"
"13","H","Bra","yes","0.30","0.41"
"14","A","Set","yes","0.15","0.56"
"15","H","SCl","yes","-0.27","0.30"
"16","A","Ben","yes","0.84","1.14"
"17","H","Pse","yes","-1.19","-0.05"
"18","H","Boa","yes","-0.50","-0.55"
"19","A","Mar","yes","-0.18","-0.74"
"20","H","Rio","yes","0.05","-0.68"
"21","A","Fam","yes","0.47","-0.21"
"22","H","Gui","yes","-0.03","-0.24"
"23","H","Pac","yes","-1.01","-1.26"
"24","A","Spo","yes","0.54","-0.72"
"25","H","Bel","yes","-0.53","-1.25"
"26","A","Ton","no","-0.04","-1.29"
"27","H","Pto","no","0.72","-0.58"
"28","A","Gil","no","0.20","-0.37"
"29","H","Mor","no","-0.36","-0.73"
"30","A","Bra","no","0.62","-0.11"
"31","H","Set","no","-0.44","-0.55"
"32","A","SCl","no","0.27","-0.28"
"33","H","Ben","no","0.71","0.42"
"34","A","Pse","no","-0.42","0.00"
