"","HA","vs","played","sched","cumulative"
"1","H","Pto","yes","0.76","0.76"
"2","A","Mor","yes","0.05","0.81"
"3","H","Bra","yes","0.08","0.89"
"4","H","Set","yes","-0.24","0.65"
"5","A","Ben","yes","0.93","1.58"
"6","H","Boa","yes","-0.21","1.38"
"7","A","SCl","yes","0.16","1.54"
"8","H","Pse","yes","-0.75","0.78"
"9","A","Fam","yes","0.41","1.19"
"10","H","Mar","yes","-0.51","0.69"
"11","A","Ave","yes","-0.50","0.19"
"12","H","Spo","yes","0.11","0.29"
"13","A","Rio","yes","0.40","0.69"
"14","H","Gui","yes","-0.14","0.54"
"15","A","Ton","yes","0.07","0.61"
"16","H","Bel","yes","-0.59","0.02"
"17","A","Pac","yes","-0.26","-0.24"
"18","A","Pto","yes","0.89","0.64"
"19","H","Mor","yes","-0.41","0.24"
"20","A","Bra","yes","0.48","0.72"
"21","A","Set","no","0.22","0.93"
"22","H","Ben","no","0.86","1.79"
"23","A","Boa","no","0.24","2.03"
"24","H","SCl","no","-0.30","1.74"
"25","A","Pse","no","-0.36","1.38"
"26","H","Fam","no","-0.01","1.37"
"27","A","Mar","no","-0.06","1.31"
"28","H","Ave","no","-0.86","0.45"
"29","A","Spo","no","0.50","0.95"
"30","H","Rio","no","-0.03","0.92"
"31","A","Gui","no","0.30","1.22"
"32","H","Ton","no","-0.39","0.83"
"33","A","Bel","no","-0.15","0.68"
"34","H","Pac","no","-0.68","-0.00"
