"","HA","vs","played","sched","cumulative"
"1","H","Mor","yes","-0.20","-0.20"
"2","A","Spo","yes","0.31","0.10"
"3","A","Gil","yes","0.12","0.22"
"4","H","Ben","yes","0.53","0.75"
"5","A","Set","yes","0.05","0.80"
"6","H","Mar","yes","-0.28","0.52"
"7","A","Pse","yes","-0.21","0.31"
"8","H","SCl","yes","-0.19","0.12"
"9","A","Boa","yes","0.02","0.13"
"10","H","Fam","yes","-0.09","0.04"
"11","A","Gui","yes","0.19","0.23"
"12","H","Rio","yes","-0.06","0.17"
"13","A","Ave","yes","-0.28","-0.11"
"14","H","Pac","yes","-0.30","-0.41"
"15","A","Bel","yes","-0.02","-0.43"
"16","H","Ton","yes","-0.28","-0.70"
"17","A","Pto","yes","0.78","0.07"
"18","A","Mor","yes","0.04","0.12"
"19","H","Spo","yes","-0.01","0.11"
"20","H","Gil","yes","-0.15","-0.04"
"21","A","Ben","yes","0.77","0.72"
"22","H","Set","yes","-0.20","0.52"
"23","A","Mar","yes","-0.08","0.45"
"24","H","Pse","yes","-0.36","0.09"
"25","A","SCl","no","0.06","0.15"
"26","H","Boa","no","-0.22","-0.07"
"27","A","Fam","no","0.20","0.13"
"28","H","Gui","no","-0.10","0.02"
"29","A","Rio","no","0.25","0.27"
"30","H","Ave","no","-0.40","-0.13"
"31","A","Pac","no","-0.11","-0.24"
"32","H","Bel","no","-0.24","-0.48"
"33","A","Ton","no","-0.07","-0.55"
"34","H","Pto","no","0.55","0.00"
