"","HA","vs","played","sched","cumulative"
"1","H","Sch","yes","-0.12","-0.12"
"2","A","Mai","yes","-0.03","-0.16"
"3","H","Lei","yes","0.11","-0.05"
"4","A","Kln","yes","0.12","0.07"
"5","H","Dus","yes","-0.30","-0.23"
"6","A","Hof","yes","0.13","-0.10"
"7","H","Aug","yes","-0.24","-0.34"
"8","A","Dor","yes","0.52","0.18"
"9","H","Fra","yes","-0.22","-0.04"
"10","A","Lev","yes","0.40","0.36"
"11","H","Bre","yes","-0.32","0.04"
"12","A","UnB","yes","0.07","0.10"
"13","H","Fbg","yes","-0.14","-0.04"
"14","H","Mun","yes","0.20","0.16"
"15","A","Wol","yes","0.17","0.33"
"16","H","Pad","yes","-0.34","-0.01"
"17","A","Her","yes","0.02","0.01"
"18","A","Sch","yes","0.19","0.20"
"19","H","Mai","yes","-0.26","-0.06"
"20","A","Lei","yes","0.48","0.42"
"21","A","Dus","yes","-0.11","0.31"
"22","H","Hof","yes","-0.16","0.15"
"23","A","Aug","yes","-0.01","0.14"
"24","H","Dor","yes","0.16","0.30"
"25","H","Kln","yes","-0.17","0.13"
"26","A","Fra","yes","0.03","0.16"
"27","H","Lev","no","0.03","0.19"
"28","A","Bre","no","-0.15","0.04"
"29","H","UnB","no","-0.20","-0.16"
"30","A","Fbg","no","0.16","-0.01"
"31","A","Mun","no","0.57","0.56"
"32","H","Wol","no","-0.14","0.42"
"33","A","Pad","no","-0.20","0.23"
"34","H","Her","no","-0.23","0.00"
