"","HA","vs","played","sched","cumulative"
"1","H","Lei","yes","0.27","0.27"
"2","A","Aug","yes","0.04","0.30"
"3","H","Dor","yes","0.37","0.67"
"4","H","Bre","yes","-0.74","-0.06"
"5","A","Lev","yes","0.64","0.57"
"6","H","Fra","yes","-0.47","0.11"
"7","A","Wol","yes","0.29","0.40"
"8","H","Fbg","yes","-0.31","0.09"
"9","A","Mun","yes","0.75","0.84"
"10","H","Her","yes","-0.43","0.41"
"11","A","Mai","yes","-0.01","0.40"
"12","H","BMg","yes","0.22","0.62"
"13","A","Sch","yes","0.35","0.97"
"14","H","Kln","yes","-0.34","0.64"
"15","A","Pad","yes","-0.41","0.23"
"16","H","Hof","yes","-0.31","-0.08"
"17","A","Dus","yes","-0.19","-0.27"
"18","A","Lei","yes","0.66","0.39"
"19","H","Aug","yes","-0.52","-0.14"
"20","A","Dor","yes","0.71","0.58"
"21","A","Bre","yes","-0.22","0.36"
"22","H","Lev","yes","0.24","0.60"
"23","A","Fra","yes","0.09","0.69"
"24","H","Wol","yes","-0.25","0.44"
"25","A","Fbg","yes","0.24","0.68"
"26","H","Mun","yes","0.44","1.12"
"27","A","Her","yes","0.14","1.25"
"28","H","Mai","no","-0.56","0.69"
"29","A","BMg","no","0.63","1.32"
"30","H","Sch","no","-0.18","1.13"
"31","A","Kln","no","0.22","1.35"
"32","H","Pad","no","-0.88","0.47"
"33","A","Hof","no","0.25","0.72"
"34","H","Dus","no","-0.72","0.00"
