"","HA","vs","played","sched","cumulative"
"1","H","Pad","yes","-0.45","-0.45"
"2","A","Dus","yes","-0.17","-0.62"
"3","H","Hof","yes","-0.11","-0.74"
"4","A","Dor","yes","0.48","-0.26"
"5","H","UnB","yes","-0.26","-0.51"
"6","A","Aug","yes","0.10","-0.42"
"7","H","Lei","yes","0.19","-0.23"
"8","A","Fra","yes","0.15","-0.08"
"9","H","Bre","yes","-0.44","-0.52"
"10","H","BMg","yes","0.15","-0.37"
"11","A","Wol","yes","0.10","-0.28"
"12","H","Fbg","yes","-0.15","-0.43"
"13","A","Mun","yes","0.57","0.14"
"14","H","Sch","yes","-0.05","0.10"
"15","A","Kln","yes","0.05","0.15"
"16","H","Her","yes","-0.32","-0.17"
"17","A","Mai","yes","-0.02","-0.19"
"18","A","Pad","yes","-0.19","-0.38"
"19","H","Dus","yes","-0.44","-0.82"
"20","A","Hof","yes","0.29","-0.53"
"21","H","Dor","yes","0.07","-0.46"
"22","A","UnB","no","0.11","-0.34"
"23","H","Aug","no","-0.27","-0.61"
"24","A","Lei","no","0.57","-0.04"
"25","H","Fra","no","-0.23","-0.26"
"26","A","Bre","no","-0.19","-0.45"
"27","A","BMg","no","0.54","0.09"
"28","H","Wol","no","-0.27","-0.17"
"29","A","Fbg","no","0.25","0.08"
"30","H","Mun","no","0.18","0.26"
"31","A","Sch","no","0.36","0.62"
"32","H","Kln","no","-0.30","0.32"
"33","A","Her","no","0.02","0.34"
"34","H","Mai","no","-0.34","0.00"
