"","HA","vs","played","sched","cumulative"
"1","H","Mai","yes","-0.44","-0.44"
"2","A","Pad","yes","-0.27","-0.72"
"3","H","Kln","yes","-0.40","-1.11"
"4","A","Hof","yes","0.29","-0.82"
"5","H","Aug","yes","-0.35","-1.17"
"6","A","Dus","yes","-0.22","-1.40"
"7","H","Dor","yes","0.13","-1.27"
"8","A","UnB","yes","0.11","-1.16"
"9","H","Lei","yes","0.25","-0.91"
"10","A","Bre","yes","-0.24","-1.15"
"11","H","Fra","yes","-0.30","-1.45"
"12","A","Lev","yes","0.49","-0.96"
"13","A","BMg","yes","0.62","-0.34"
"14","H","Wol","yes","-0.27","-0.62"
"15","A","Her","yes","0.09","-0.52"
"16","H","Mun","yes","0.27","-0.26"
"17","A","Sch","yes","0.41","0.15"
"18","A","Mai","yes","-0.00","0.15"
"19","H","Pad","yes","-0.62","-0.48"
"20","A","Kln","yes","0.06","-0.42"
"21","H","Hof","yes","-0.19","-0.61"
"22","A","Aug","yes","0.11","-0.50"
"23","H","Dus","no","-0.59","-1.09"
"24","A","Dor","no","0.56","-0.53"
"25","H","UnB","no","-0.35","-0.89"
"26","A","Lei","no","0.64","-0.25"
"27","H","Bre","no","-0.60","-0.85"
"28","A","Fra","no","0.17","-0.68"
"29","H","Lev","no","0.03","-0.64"
"30","H","BMg","no","0.22","-0.42"
"31","A","Wol","no","0.20","-0.22"
"32","H","Her","no","-0.37","-0.59"
"33","A","Mun","no","0.65","0.06"
"34","H","Sch","no","-0.06","0.00"
