"","HA","vs","played","sched","cumulative"
"1","A","Mun","yes","0.80","0.80"
"2","H","Wol","yes","-0.21","0.59"
"3","A","Sch","yes","0.18","0.77"
"4","A","Mai","yes","-0.01","0.76"
"5","H","Pad","yes","-0.87","-0.11"
"6","A","Kln","yes","0.07","-0.03"
"7","H","Dus","yes","-0.66","-0.69"
"8","A","Bre","yes","-0.13","-0.82"
"9","H","Hof","yes","-0.26","-1.08"
"10","A","UnB","yes","0.12","-0.97"
"11","H","Lei","yes","0.27","-0.69"
"12","A","Aug","yes","0.03","-0.66"
"13","H","Dor","yes","0.37","-0.30"
"14","A","Fra","yes","0.20","-0.10"
"15","H","Fbg","yes","-0.28","-0.38"
"16","A","Lev","yes","0.60","0.22"
"17","H","BMg","yes","0.14","0.36"
"18","H","Mun","yes","0.55","0.91"
"19","A","Wol","yes","0.32","1.23"
"20","H","Sch","yes","-0.36","0.86"
"21","H","Mai","yes","-0.55","0.32"
"22","A","Pad","yes","-0.42","-0.11"
"23","H","Kln","yes","-0.47","-0.58"
"24","A","Dus","yes","-0.14","-0.71"
"25","H","Bre","yes","-0.65","-1.37"
"26","A","Hof","yes","0.27","-1.09"
"27","H","UnB","yes","-0.43","-1.52"
"28","A","Lei","yes","0.66","-0.86"
"29","H","Aug","yes","-0.51","-1.38"
"30","A","Dor","yes","0.71","-0.67"
"31","H","Fra","yes","-0.35","-1.01"
"32","A","Fbg","no","0.26","-0.76"
"33","H","Lev","no","0.18","-0.58"
"34","A","BMg","no","0.58","-0.00"
