"","HA","vs","played","sched","cumulative"
"1","A","Fbg","yes","0.30","0.30"
"2","H","BMg","yes","0.26","0.56"
"3","A","Mun","yes","0.72","1.28"
"4","H","Her","yes","-0.58","0.69"
"5","A","Sch","yes","0.45","1.14"
"6","H","Wol","yes","-0.30","0.84"
"7","A","Pad","yes","-0.39","0.46"
"8","A","Dus","yes","-0.18","0.27"
"9","H","Kln","yes","-0.45","-0.18"
"10","A","Lei","yes","0.73","0.55"
"11","H","UnB","yes","-0.38","0.17"
"12","A","Hof","yes","0.37","0.54"
"13","H","Fra","yes","-0.45","0.09"
"14","A","Aug","yes","0.14","0.23"
"15","H","Dor","yes","0.23","0.46"
"16","A","Bre","yes","-0.34","0.13"
"17","H","Lev","yes","0.13","0.26"
"18","H","Fbg","yes","-0.30","-0.05"
"19","A","BMg","yes","0.66","0.62"
"20","H","Mun","yes","0.36","0.98"
"21","A","Her","yes","0.06","1.04"
"22","H","Sch","yes","-0.10","0.94"
"23","A","Wol","yes","0.30","1.24"
"24","H","Pad","no","-0.99","0.25"
"25","H","Dus","no","-0.82","-0.57"
"26","A","Kln","no","0.18","-0.39"
"27","H","Lei","no","0.39","-0.00"
"28","A","UnB","no","0.24","0.24"
"29","H","Hof","no","-0.20","0.03"
"30","A","Fra","no","0.18","0.21"
"31","H","Aug","no","-0.49","-0.28"
"32","A","Dor","no","0.65","0.36"
"33","H","Bre","no","-0.95","-0.59"
"34","A","Lev","no","0.59","-0.00"
