"","HA","vs","played","sched","cumulative"
"1","A","Fra","yes","0.08","0.08"
"2","H","Bre","yes","-0.67","-0.58"
"3","A","Lev","yes","0.55","-0.03"
"4","H","Fbg","yes","-0.22","-0.25"
"5","A","Wol","yes","0.29","0.03"
"6","H","BMg","yes","0.24","0.27"
"7","A","Mun","yes","0.70","0.97"
"8","H","Sch","yes","-0.18","0.79"
"9","A","Her","yes","0.07","0.87"
"10","H","Pad","yes","-0.73","0.14"
"11","A","Kln","yes","0.22","0.36"
"12","H","Mai","yes","-0.49","-0.13"
"13","H","Dus","yes","-0.61","-0.73"
"14","A","Lei","yes","0.63","-0.11"
"15","H","Aug","yes","-0.45","-0.56"
"16","A","UnB","yes","0.14","-0.42"
"17","H","Dor","yes","0.29","-0.13"
"18","H","Fra","yes","-0.40","-0.53"
"19","A","Bre","yes","-0.27","-0.80"
"20","H","Lev","yes","0.11","-0.69"
"21","A","Fbg","yes","0.28","-0.41"
"22","H","Wol","yes","-0.21","-0.62"
"23","A","BMg","yes","0.63","0.02"
"24","H","Mun","yes","0.35","0.37"
"25","A","Sch","yes","0.31","0.68"
"26","H","Her","yes","-0.41","0.27"
"27","A","Pad","no","-0.36","-0.09"
"28","H","Kln","no","-0.27","-0.36"
"29","A","Mai","no","-0.02","-0.39"
"30","A","Dus","no","-0.18","-0.57"
"31","H","Lei","no","0.23","-0.34"
"32","A","Aug","no","0.02","-0.31"
"33","H","UnB","no","-0.35","-0.67"
"34","A","Dor","no","0.67","0.00"
