fdo_id,fdo_name,short_name,abbrev,sky_name,BBC_name,deduction
498,Sporting Clube de Portugal,Sporting Lisbon,Spo,NA,Sporting,0
503,FC Porto,FC Porto,Pto,NA,FC Porto,0
507,FC Paços de Ferreira,Paços de Ferreira,Pac,NA,Paços de Ferreira,0
582,GD Estoril Praia,Estoril Praia,Est,NA,Estoril Praia,0
583,Moreirense FC,Moreirense,Mor,NA,Moreirense,0
712,FC Arouca,Arouca,Aro,NA,Arouca,0
810,Boavista FC,Boavista,Boa,NA,Boavista,0
1049,CD Tondela,Tondela,Ton,NA,Tondela,0
1903,Sport Lisboa e Benfica,Benfica,Ben,NA,Benfica,0
5530,CD Santa Clara,Santa Clara,SCl,NA,Santa Clara,0
5531,FC Famalicão,FC Famalicão,Fam,NA,FC Famalicão,0
5533,Gil Vicente FC,Gil Vicente,Gil,NA,Gil Vicente,0
5543,Vitória SC,Vitória Guimarães,Gui,NA,Vitória Guimarães,0
5568,Os Belenenses Futebol,Belenenses,Bel,NA,Belenenses,0
5575,CS Marítimo,Marítimo,Mar,NA,Marítimo,0
5589,FC Vizela,Vizela,Viz,NA,Vizela,0
5601,Portimonense SC,Portimonense,Pse,NA,Portimonense,0
5613,Sporting Clube de Braga,Sporting Braga,Bra,NA,Sporting Braga,0
