"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Sporting Clube de Portugal",498,"FC Vizela",5589,3,0,"H","2021-08-06","19:15:00","FINISHED"
1,"FC Arouca",712,"GD Estoril Praia",582,0,2,"A","2021-08-07","11:45:00","FINISHED"
1,"Moreirense FC",583,"Sport Lisboa e Benfica",1903,1,2,"A","2021-08-07","17:00:00","FINISHED"
1,"CS Marítimo",5575,"Sporting Clube de Braga",5613,0,2,"A","2021-08-07","19:30:00","FINISHED"
1,"CD Tondela",1049,"CD Santa Clara",5530,3,0,"H","2021-08-08","14:30:00","FINISHED"
1,"Vitória SC",5543,"Portimonense SC",5601,0,1,"A","2021-08-08","14:30:00","FINISHED"
1,"FC Porto",503,"Os Belenenses Futebol",5568,2,0,"H","2021-08-08","17:00:00","FINISHED"
1,"FC Paços de Ferreira",507,"FC Famalicão",5531,2,0,"H","2021-08-08","19:30:00","FINISHED"
1,"Gil Vicente FC",5533,"Boavista FC",810,3,0,"H","2021-08-09","19:15:00","FINISHED"
2,"GD Estoril Praia",582,"Vitória SC",5543,0,0,"D","2021-08-13","19:15:00","FINISHED"
2,"FC Vizela",5589,"CD Tondela",1049,2,1,"H","2021-08-14","14:30:00","FINISHED"
2,"Sport Lisboa e Benfica",1903,"FC Arouca",712,2,0,"H","2021-08-14","17:00:00","FINISHED"
2,"Sporting Clube de Braga",5613,"Sporting Clube de Portugal",498,1,2,"A","2021-08-14","19:30:00","FINISHED"
2,"Portimonense SC",5601,"Gil Vicente FC",5533,0,1,"A","2021-08-15","14:30:00","FINISHED"
2,"FC Famalicão",5531,"FC Porto",503,1,2,"A","2021-08-15","17:00:00","FINISHED"
2,"CD Santa Clara",5530,"Moreirense FC",583,2,2,"D","2021-08-15","19:30:00","FINISHED"
2,"Boavista FC",810,"FC Paços de Ferreira",507,3,0,"H","2021-08-16","18:00:00","FINISHED"
2,"Os Belenenses Futebol",5568,"CS Marítimo",5575,1,2,"A","2021-08-16","20:15:00","FINISHED"
3,"FC Arouca",712,"FC Famalicão",5531,2,1,"H","2021-08-20","18:00:00","FINISHED"
3,"Moreirense FC",583,"Sporting Clube de Braga",5613,2,3,"A","2021-08-20","20:15:00","FINISHED"
3,"Gil Vicente FC",5533,"Sport Lisboa e Benfica",1903,0,2,"A","2021-08-21","17:00:00","FINISHED"
3,"Sporting Clube de Portugal",498,"Os Belenenses Futebol",5568,2,0,"H","2021-08-21","19:30:00","FINISHED"
3,"CD Tondela",1049,"Portimonense SC",5601,0,3,"A","2021-08-22","14:30:00","FINISHED"
3,"CS Marítimo",5575,"FC Porto",503,1,1,"D","2021-08-22","17:00:00","FINISHED"
3,"Vitória SC",5543,"FC Vizela",5589,4,0,"H","2021-08-22","19:30:00","FINISHED"
3,"FC Paços de Ferreira",507,"GD Estoril Praia",582,1,3,"A","2021-08-23","18:00:00","FINISHED"
3,"Boavista FC",810,"CD Santa Clara",5530,2,0,"H","2021-08-23","20:15:00","FINISHED"
4,"Os Belenenses Futebol",5568,"Moreirense FC",583,1,1,"D","2021-08-27","18:00:00","FINISHED"
