"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"FC Volendam",1919,"SBV Vitesse",679,1,2,"A","2023-08-11","18:00:00","FINISHED"
1,"PSV",674,"FC Utrecht",676,2,0,"H","2023-08-12","14:30:00","FINISHED"
1,"SC Heerenveen",673,"RKC Waalwijk",683,3,1,"H","2023-08-12","16:45:00","FINISHED"
1,"AFC Ajax",678,"Heracles Almelo",671,4,1,"H","2023-08-12","18:00:00","FINISHED"
1,"PEC Zwolle",684,"Sparta Rotterdam",6806,1,2,"A","2023-08-12","19:00:00","FINISHED"
1,"NEC",1915,"SBV Excelsior",670,3,4,"A","2023-08-13","10:15:00","FINISHED"
1,"Feyenoord Rotterdam",675,"Fortuna Sittard",1920,0,0,"D","2023-08-13","12:30:00","FINISHED"
1,"AZ",682,"Go Ahead Eagles",718,5,1,"H","2023-08-13","12:30:00","FINISHED"
1,"Almere City FC",1911,"FC Twente '65",666,1,4,"A","2023-08-13","14:45:00","FINISHED"
2,"Heracles Almelo",671,"NEC",1915,2,1,"H","2023-08-18","18:00:00","FINISHED"
2,"SBV Excelsior",670,"AFC Ajax",678,2,2,"D","2023-08-19","14:30:00","FINISHED"
2,"SBV Vitesse",679,"PSV",674,1,3,"A","2023-08-19","16:45:00","FINISHED"
2,"Fortuna Sittard",1920,"Almere City FC",1911,2,1,"H","2023-08-19","18:00:00","FINISHED"
2,"Go Ahead Eagles",718,"FC Volendam",1919,4,1,"H","2023-08-19","19:00:00","FINISHED"
2,"FC Utrecht",676,"SC Heerenveen",673,0,2,"A","2023-08-20","10:15:00","FINISHED"
2,"Sparta Rotterdam",6806,"Feyenoord Rotterdam",675,2,2,"D","2023-08-20","12:30:00","FINISHED"
2,"FC Twente '65",666,"PEC Zwolle",684,3,1,"H","2023-08-20","12:30:00","FINISHED"
2,"RKC Waalwijk",683,"AZ",682,1,3,"A","2023-08-20","14:45:00","FINISHED"
