"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Borussia Mönchengladbach",18,"Bayer 04 Leverkusen",3,2,3,"A","2024-08-23","18:30:00","FINISHED"
1,"RB Leipzig",721,"VfL Bochum 1848",36,1,0,"H","2024-08-24","13:30:00","FINISHED"
1,"TSG 1899 Hoffenheim",2,"Holstein Kiel",720,3,2,"H","2024-08-24","13:30:00","FINISHED"
1,"SC Freiburg",17,"VfB Stuttgart",10,3,1,"H","2024-08-24","13:30:00","FINISHED"
1,"FC Augsburg",16,"SV Werder Bremen",12,2,2,"D","2024-08-24","13:30:00","FINISHED"
1,"1. FSV Mainz 05",15,"1. FC Union Berlin",28,1,1,"D","2024-08-24","13:30:00","FINISHED"
1,"Borussia Dortmund",4,"Eintracht Frankfurt",19,2,0,"H","2024-08-24","16:30:00","FINISHED"
1,"VfL Wolfsburg",11,"FC Bayern München",5,2,3,"A","2024-08-25","13:30:00","FINISHED"
1,"FC St. Pauli 1910",20,"1. FC Heidenheim 1846",44,0,2,"A","2024-08-25","15:30:00","FINISHED"
2,"1. FC Union Berlin",28,"FC St. Pauli 1910",20,1,0,"H","2024-08-30","18:30:00","FINISHED"
2,"VfB Stuttgart",10,"1. FSV Mainz 05",15,3,3,"D","2024-08-31","13:30:00","FINISHED"
2,"Eintracht Frankfurt",19,"TSG 1899 Hoffenheim",2,3,1,"H","2024-08-31","13:30:00","FINISHED"
2,"SV Werder Bremen",12,"Borussia Dortmund",4,0,0,"D","2024-08-31","13:30:00","FINISHED"
2,"VfL Bochum 1848",36,"Borussia Mönchengladbach",18,0,2,"A","2024-08-31","13:30:00","FINISHED"
2,"Holstein Kiel",720,"VfL Wolfsburg",11,0,2,"A","2024-08-31","13:30:00","FINISHED"
2,"Bayer 04 Leverkusen",3,"RB Leipzig",721,2,3,"A","2024-08-31","16:30:00","FINISHED"
2,"1. FC Heidenheim 1846",44,"FC Augsburg",16,4,0,"H","2024-09-01","13:30:00","FINISHED"
2,"FC Bayern München",5,"SC Freiburg",17,2,0,"H","2024-09-01","15:30:00","FINISHED"
3,"Borussia Dortmund",4,"1. FC Heidenheim 1846",44,4,2,"H","2024-09-13","18:30:00","FINISHED"
3,"RB Leipzig",721,"1. FC Union Berlin",28,0,0,"D","2024-09-14","13:30:00","FINISHED"
3,"TSG 1899 Hoffenheim",2,"Bayer 04 Leverkusen",3,1,4,"A","2024-09-14","13:30:00","FINISHED"
3,"SC Freiburg",17,"VfL Bochum 1848",36,2,1,"H","2024-09-14","13:30:00","FINISHED"
3,"VfL Wolfsburg",11,"Eintracht Frankfurt",19,1,2,"A","2024-09-14","13:30:00","FINISHED"
