"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Car","yes",3,2,"0.74","0.27","0.27"
"2","H","Wat","yes",1,0,"1.32","-0.29","-0.02"
"3","A","Bri","yes",0,-2,"0.94","0.08","0.06"
"4","H","QPR","yes",1,0,"1.32","-0.29","-0.23"
"5","A","Bir","yes",3,1,"1.06","-0.04","-0.27"
"6","H","Bre","yes",0,-1,"0.91","0.11","-0.16"
"7","H","Lut","yes",0,-1,"1.35","-0.32","-0.48"
"8","A","Rot","yes",0,-3,"1.19","-0.17","-0.65"
"9","A","Wyc","yes",0,-1,"0.86","0.16","-0.49"
"10","H","Bou","yes",3,1,"1.16","-0.14","-0.63"
"11","H","Mil","yes",1,0,"1.25","-0.23","-0.86"
"12","A","PNE","yes",0,-1,"0.90","0.12","-0.74"
"13","A","Swa","yes",1,0,"0.43","0.58","-0.15"
"14","H","Sto","yes",1,0,"1.55","-0.52","-0.68"
"15","H","Rea","yes",1,0,"1.37","-0.35","-1.02"
"16","A","Nor","yes",0,-1,"0.31","0.69","-0.33"
"17","A","Hud","yes",0,-2,"0.69","0.32","-0.01"
"18","H","Bar","yes",0,-1,"1.11","-0.09","-0.10"
"19","A","Not","yes",0,-2,"0.85","0.17","0.06"
"20","H","Cov","yes",3,1,"1.92","-0.89","-0.82"
"21","A","Bla","yes",1,0,"0.66","0.35","-0.47"
"22","H","Mid","yes",3,1,"1.51","-0.48","-0.95"
"23","H","Der","yes",3,1,"1.86","-0.82","-1.77"
"24","A","Cov","yes",0,-2,"0.57","0.44","-1.33"
"25","H","PNE","yes",3,1,"1.18","-0.16","-1.48"
"26","A","Bou","yes",3,1,"0.38","0.63","-0.85"
"27","A","Mil","yes",0,-3,"0.72","0.30","-0.55"
"28","H","Wyc","yes",3,2,"2.08","-1.04","-1.60"
"29","A","Sto","yes",0,-1,"0.67","0.34","-1.26"
"30","H","Bir","yes",0,-1,"1.27","-0.25","-1.51"
"31","A","Bre","yes",0,-3,"0.36","0.64","-0.86"
"32","A","Lut","yes",0,-1,"0.63","0.38","-0.48"
"33","H","Rot","yes",0,-1,"1.64","-0.61","-1.09"
"34","A","Rea","yes",0,-3,"0.43","0.57","-0.52"
"35","H","Nor","yes",0,-1,"0.58","0.44","-0.08"
"36","H","Hud","yes",1,0,"1.94","-0.90","-0.98"
"37","A","Bar","yes",3,1,"0.43","0.58","-0.40"
"38","A","Wat","yes",0,-1,"0.13","0.87","0.47"
"39","H","Car","yes",3,5,"1.01","0.01","0.48"
"40","A","QPR","yes",0,-3,"0.58","0.43","0.91"
"41","H","Swa","yes",0,-2,"1.01","0.01","0.92"
"42","H","Bri","yes",1,0,"1.48","-0.45","0.47"
"43","H","Bla","yes",3,1,"1.68","-0.65","-0.17"
"44","A","Mid","yes",0,-2,"0.48","0.53","0.36"
"45","H","Not","yes",1,0,"1.53","-0.50","-0.14"
"46","A","Der","no",NA,NA,"0.88","0.14","0.00"
