"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Rot","yes",0,-1,"1.36","-0.54","-0.54"
"2","A","Bla","yes",0,-5,"0.65","0.26","-0.28"
"3","H","Swa","yes",0,-2,"0.77","0.12","-0.16"
"4","A","Lut","yes",0,-2,"0.62","0.29","0.13"
"5","H","Mil","yes",0,-1,"0.98","-0.12","0.02"
"6","A","Rea","yes",0,-1,"0.43","0.51","0.53"
"7","A","Nor","yes",0,-1,"0.31","0.65","1.18"
"8","H","Wat","yes",1,0,"1.04","-0.19","0.99"
"9","H","ShW","yes",3,1,"1.82","-1.07","-0.08"
"10","A","Bir","yes",3,1,"1.05","-0.19","-0.27"
"11","A","Not","yes",0,-2,"0.84","0.05","-0.22"
"12","H","Bre","yes",1,0,"0.68","0.22","0.00"
"13","H","Hud","yes",1,0,"1.67","-0.90","-0.90"
"14","A","Der","yes",1,0,"0.87","0.02","-0.88"
"15","H","Sto","yes",0,-1,"1.27","-0.44","-1.32"
"16","A","PNE","yes",1,0,"0.88","-0.00","-1.33"
"17","A","Bar","yes",0,-1,"0.42","0.52","-0.80"
"18","H","Cov","yes",0,-1,"1.66","-0.88","-1.68"
"19","A","Bou","yes",0,-1,"0.37","0.58","-1.11"
"20","H","QPR","yes",1,0,"1.05","-0.19","-1.30"
"21","A","Bri","yes",0,-1,"0.93","-0.05","-1.35"
"22","H","Car","yes",3,1,"0.77","0.12","-1.23"
"23","H","Mid","yes",0,-2,"1.22","-0.39","-1.62"
"24","A","Bre","yes",0,-5,"0.36","0.59","-1.02"
"25","H","Bir","yes",1,0,"1.00","-0.14","-1.16"
"26","H","Not","yes",0,-3,"1.25","-0.42","-1.58"
"27","A","ShW","yes",0,-2,"0.65","0.26","-1.32"
"28","A","Hud","yes",3,1,"0.68","0.22","-1.09"
"29","H","Der","yes",0,-1,"1.58","-0.80","-1.90"
"30","A","Mil","yes",1,0,"0.71","0.20","-1.70"
"31","H","Rea","yes",3,1,"1.10","-0.25","-1.94"
"32","H","Nor","yes",0,-2,"0.42","0.52","-1.42"
"33","A","Wat","yes",0,-2,"0.13","0.85","-0.57"
"34","A","Sto","yes",0,-2,"0.66","0.24","-0.33"
"35","A","QPR","yes",0,-1,"0.57","0.35","0.02"
"36","H","PNE","yes",3,1,"0.92","-0.04","-0.02"
"37","H","Bar","yes",0,-2,"0.86","0.02","-0.00"
"38","A","Cov","yes",1,0,"0.56","0.37","0.37"
"39","H","Bla","yes",3,1,"1.40","-0.59","-0.22"
"40","A","Rot","yes",3,3,"1.18","-0.34","-0.56"
"41","H","Lut","yes",0,-2,"1.07","-0.22","-0.78"
"42","A","Swa","yes",1,0,"0.42","0.52","-0.25"
"43","H","Bri","yes",3,1,"1.20","-0.36","-0.61"
"44","A","Car","yes",0,-1,"0.73","0.17","-0.44"
"45","H","Bou","yes",3,1,"0.90","-0.03","-0.47"
"46","A","Mid","no",NA,NA,"0.47","0.47","0.00"
