"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Bou","yes",0,-1,"0.70","0.44","0.44"
"2","H","Wyc","yes",3,5,"2.02","-0.63","-0.19"
"3","A","Der","yes",3,4,"1.34","-0.08","-0.27"
"4","H","Car","yes",1,0,"1.08","0.13","-0.15"
"5","H","Not","yes",0,-1,"1.60","-0.29","-0.44"
"6","A","Wat","yes",0,-2,"0.21","0.83","0.39"
"7","A","Cov","yes",3,4,"0.85","0.32","0.71"
"8","H","Rea","yes",0,-2,"1.45","-0.17","0.54"
"9","A","Swa","yes",0,-2,"0.70","0.43","0.97"
"10","H","Mid","yes",1,0,"1.58","-0.28","0.70"
"11","H","QPR","yes",3,2,"1.40","-0.13","0.57"
"12","A","Lut","yes",1,0,"1.02","0.18","0.75"
"13","A","PNE","yes",3,3,"1.32","-0.07","0.68"
"14","H","Bar","yes",3,1,"1.19","0.04","0.72"
"15","H","Mil","yes",3,1,"1.39","-0.12","0.59"
"16","A","Bre","yes",1,0,"0.61","0.51","1.10"
"17","A","Bri","yes",0,-1,"1.40","-0.13","0.97"
"18","H","Nor","yes",0,-1,"0.66","0.47","1.44"
"19","H","Rot","yes",3,1,"1.73","-0.39","1.05"
"20","A","Sto","yes",0,-1,"1.05","0.15","1.19"
"21","H","ShW","yes",1,0,"2.13","-0.72","0.48"
"22","A","Hud","yes",0,-1,"1.08","0.13","0.61"
"23","A","Bir","yes",3,2,"1.50","-0.21","0.39"
"24","H","Sto","yes",1,0,"1.53","-0.23","0.16"
"25","A","Mid","yes",3,1,"0.86","0.31","0.47"
"26","H","Lut","yes",3,1,"1.48","-0.20","0.27"
"27","A","QPR","yes",0,-1,"0.87","0.30","0.57"
"28","H","PNE","yes",0,-1,"1.20","0.03","0.60"
"29","A","Bar","yes",0,-1,"0.70","0.44","1.04"
"30","A","Not","yes",0,-1,"1.31","-0.06","0.98"
"31","H","Wat","yes",0,-1,"1.40","-0.13","0.86"
"32","H","Cov","yes",1,0,"1.99","-0.61","0.25"
"33","A","Rea","yes",0,-1,"0.76","0.39","0.64"
"34","A","Mil","yes",3,2,"1.10","0.11","0.75"
"35","H","Swa","yes",1,0,"1.10","0.11","0.86"
"36","H","Bre","yes",0,-1,"0.94","0.24","1.10"
"37","H","Bri","yes",1,0,"1.55","-0.25","0.84"
"38","A","Nor","yes",1,0,"0.53","0.58","1.42"
"39","A","Wyc","yes",0,-1,"1.29","-0.04","1.38"
"40","H","Bou","yes",0,-2,"1.23","0.00","1.39"
"41","A","Car","yes",1,0,"1.15","0.07","1.45"
"42","H","Der","yes",3,1,"1.93","-0.55","0.90"
"43","A","ShW","yes",0,-1,"1.03","0.17","1.07"
"44","H","Hud","yes",3,3,"1.98","-0.60","0.47"
"45","A","Rot","yes",1,0,"1.64","-0.32","0.14"
"46","H","Bir","yes",3,3,"1.42","-0.14","-0.00"
