"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Wyc","yes",3,"1.52","-0.59","-0.59"
"2","H","Mil","yes",0,"0.66","0.31","-0.28"
"3","A","Bir","yes",1,"1.61","-0.68","-0.96"
"4","H","Hud","yes",1,"1.25","-0.30","-1.27"
"5","H","Nor","yes",0,"0.29","0.70","-0.57"
"6","A","Not","yes",1,"1.38","-0.45","-1.02"
"7","A","Rea","yes",0,"0.81","0.16","-0.86"
"8","H","ShW","yes",3,"1.42","-0.48","-1.34"
"9","A","Sto","yes",0,"1.12","-0.17","-1.51"
"10","H","Lut","yes",0,"0.80","0.16","-1.35"
"11","H","PNE","yes",3,"0.68","0.29","-1.06"
"12","A","Swa","yes",0,"0.84","0.13","-0.93"
"13","A","QPR","yes",0,"1.01","-0.05","-0.98"
"14","H","Bou","yes",1,"0.56","0.41","-0.57"
"15","H","Bre","yes",0,"0.50","0.48","-0.09"
"16","A","Cov","yes",0,"0.96","-0.01","-0.10"
"17","A","Wat","yes",0,"0.28","0.71","0.61"
"18","H","Bri","yes",3,"0.80","0.17","0.77"
"19","A","Bla","yes",0,"1.21","-0.27","0.51"
"20","H","Bar","yes",0,"0.53","0.45","0.96"
"21","A","Der","yes",3,"1.39","-0.45","0.51"
"22","H","Sto","yes",1,"0.90","0.06","0.57"
"23","A","Mid","yes",3,"0.92","0.04","0.61"
"24","H","Swa","yes",0,"0.50","0.47","1.08"
"25","H","Der","yes",3,"1.17","-0.23","0.86"
"26","A","PNE","yes",3,"1.56","-0.63","0.22"
"27","H","Car","yes",0,"0.54","0.44","0.66"
"28","A","Bou","yes",0,"0.67","0.30","0.96"
"29","A","Nor","yes",0,"0.64","0.33","1.29"
"30","H","Not","yes",0,"0.89","0.07","1.36"
"31","H","Rea","yes",0,"0.74","0.23","1.59"
"32","A","ShW","yes",3,"1.14","-0.19","1.40"
"33","H","Wat","yes",0,"0.69","0.28","1.68"
"34","A","Bri","yes",3,"1.46","-0.52","1.16"
"35","A","Mil","yes",0,"1.31","-0.37","0.79"
"36","H","Wyc","yes",0,"1.40","-0.47","0.32"
"37","A","Hud","yes",1,"1.17","-0.22","0.10"
"38","H","QPR","yes",3,"0.79","0.18","0.28"
"39","H","Cov","yes",0,"1.29","-0.35","-0.06"
"40","H","Bir","yes",0,"0.74","0.23","0.16"
"41","H","Mid","yes",0,"0.87","0.09","0.26"
"42","A","Bar","no",NA,"0.85","0.11","0.37"
"43","A","Bre","no",NA,"0.78","0.19","0.56"
"44","H","Bla","no",NA,"0.99","-0.04","0.52"
"45","A","Lut","no",NA,"1.09","-0.14","0.38"
"46","A","Car","no",NA,"1.32","-0.38","-0.00"
