"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Der","yes",3,"1.64","-0.04","-0.04"
"2","H","Bar","yes",3,"1.49","0.06","0.02"
"3","A","Car","yes",3,"1.57","0.01","0.02"
"4","H","Wat","yes",3,"1.79","-0.13","-0.11"
"5","A","Mid","yes",1,"1.14","0.28","0.17"
"6","H","Wyc","yes",3,"2.34","-0.48","-0.31"
"7","H","Rot","yes",3,"1.96","-0.24","-0.55"
"8","A","Bla","yes",3,"1.47","0.07","-0.48"
"9","A","Cov","yes",0,"1.19","0.24","-0.23"
"10","H","PNE","yes",0,"1.66","-0.05","-0.28"
"11","H","Sto","yes",0,"1.94","-0.23","-0.51"
"12","A","Bou","yes",0,"0.86","0.46","-0.05"
"13","A","Mil","yes",1,"1.52","0.04","-0.02"
"14","H","Bri","yes",3,"1.74","-0.10","-0.12"
"15","A","ShW","yes",1,"1.45","0.08","-0.04"
"16","H","Not","yes",3,"1.89","-0.19","-0.23"
"17","H","Bir","yes",0,"1.75","-0.11","-0.34"
"18","A","QPR","yes",3,"1.24","0.21","-0.12"
"19","H","Nor","yes",0,"0.93","0.41","0.29"
"20","A","Bre","yes",0,"0.96","0.39","0.68"
"21","H","Lut","yes",3,"1.83","-0.16","0.53"
"22","A","Swa","yes",1,"0.97","0.38","0.91"
"23","A","Hud","yes",3,"1.36","0.14","1.05"
"24","H","Cov","yes",3,"2.37","-0.50","0.55"
"25","A","PNE","yes",1,"1.89","-0.19","0.36"
"26","H","Bou","yes",3,"1.54","0.02","0.38"
"27","A","Sto","yes",1,"1.26","0.20","0.59"
"28","H","Bre","yes",0,"1.38","0.13","0.71"
"29","H","Mil","yes",0,"1.65","-0.04","0.67"
"30","A","Bri","yes",3,"1.71","-0.08","0.59"
"31","H","Mid","yes",0,"1.96","-0.24","0.35"
"32","A","Wyc","yes",0,"1.87","-0.18","0.17"
"33","A","Rot","yes",3,"1.96","-0.24","-0.07"
"34","H","Bla","yes",3,"1.98","-0.25","-0.33"
"35","H","ShW","yes",3,"2.35","-0.49","-0.82"
"36","A","Not","yes",1,"1.64","-0.04","-0.85"
"37","A","Bir","yes",0,"1.85","-0.17","-1.02"
"38","H","QPR","yes",1,"1.91","-0.21","-1.23"
"39","A","Bar","yes",1,"1.07","0.32","-0.91"
"40","H","Der","yes",3,"2.13","-0.35","-1.25"
"41","A","Wat","yes",0,"0.37","0.76","-0.49"
"42","H","Car","yes",1,"1.44","0.09","-0.40"
"43","A","Lut","no",NA,"1.31","0.17","-0.23"
"44","H","Swa","no",NA,"1.39","0.12","-0.11"
"45","A","Nor","no",NA,"0.74","0.53","0.42"
"46","H","Hud","no",NA,"2.24","-0.42","-0.00"
