"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Nor","yes",0,"0.61","0.44","0.44"
"2","A","Bre","yes",0,"0.52","0.52","0.97"
"3","H","Not","yes",3,"1.52","-0.39","0.58"
"4","A","Rot","yes",1,"1.40","-0.28","0.30"
"5","A","Swa","yes",3,"0.56","0.48","0.79"
"6","H","Der","yes",3,"1.83","-0.67","0.12"
"7","H","PNE","yes",0,"1.25","-0.14","-0.02"
"8","A","Bir","yes",0,"1.23","-0.12","-0.15"
"9","A","Mil","yes",3,"0.95","0.13","-0.01"
"10","H","Bri","yes",0,"1.41","-0.29","-0.30"
"11","H","Lut","yes",1,"1.41","-0.29","-0.59"
"12","A","Sto","yes",0,"0.79","0.28","-0.31"
"13","A","Wyc","yes",1,"1.14","-0.05","-0.36"
"14","H","Mid","yes",3,"1.49","-0.37","-0.72"
"15","A","Car","yes",0,"0.95","0.13","-0.60"
"16","H","QPR","yes",3,"1.39","-0.27","-0.87"
"17","H","ShW","yes",3,"2.05","-0.87","-1.74"
"18","A","Bou","yes",0,"0.44","0.60","-1.14"
"19","A","Cov","yes",1,"0.66","0.40","-0.75"
"20","H","Wat","yes",3,"1.27","-0.16","-0.91"
"21","A","Bar","yes",0,"0.57","0.48","-0.43"
"22","H","Bla","yes",3,"1.64","-0.50","-0.93"
"23","H","Rea","yes",0,"1.34","-0.22","-1.15"
"24","A","Wat","yes",0,"0.18","0.84","-0.31"
"25","H","Mil","yes",0,"1.23","-0.12","-0.44"
"26","A","Bri","yes",0,"1.08","0.01","-0.43"
"27","H","Sto","yes",1,"1.53","-0.40","-0.83"
"28","A","Lut","yes",1,"0.76","0.30","-0.53"
"29","H","Wyc","yes",0,"2.03","-0.86","-1.38"
"30","A","Mid","yes",0,"0.63","0.43","-0.95"
"31","H","Swa","yes",3,"0.99","0.10","-0.86"
"32","A","Der","yes",0,"1.02","0.07","-0.79"
"33","A","PNE","yes",0,"1.18","-0.08","-0.87"
"34","H","Bir","yes",1,"1.33","-0.22","-1.09"
"35","H","Car","yes",1,"1.04","0.05","-1.04"
"36","A","QPR","yes",3,"0.70","0.36","-0.67"
"37","A","ShW","yes",1,"0.80","0.27","-0.40"
"38","H","Bre","yes",1,"0.98","0.11","-0.30"
"39","A","Nor","yes",0,"0.42","0.61","0.31"
"40","H","Rot","yes",1,"1.55","-0.42","-0.10"
"41","H","Bou","yes",0,"1.08","0.02","-0.09"
"42","A","Not","yes",3,"1.01","0.07","-0.02"
"43","H","Bar","yes",0,"1.02","0.07","0.05"
"44","A","Bla","no",NA,"0.86","0.21","0.26"
"45","H","Cov","no",NA,"1.93","-0.77","-0.51"
"46","A","Rea","no",NA,"0.54","0.51","-0.00"
