"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Sto","yes",1,"1.42","-0.03","-0.03"
"2","A","Rot","yes",3,"2.01","-0.47","-0.50"
"3","H","Bre","yes",1,"0.87","0.36","-0.14"
"4","A","Swa","yes",0,"1.07","0.22","0.08"
"5","A","Wyc","yes",3,"1.96","-0.43","-0.35"
"6","H","Lut","yes",3,"1.29","0.06","-0.29"
"7","H","Bar","yes",1,"0.90","0.35","0.05"
"8","A","PNE","yes",3,"1.98","-0.45","-0.39"
"9","H","Hud","yes",0,"1.79","-0.30","-0.70"
"10","A","Nor","yes",1,"0.82","0.40","-0.30"
"11","A","ShW","yes",1,"1.55","-0.13","-0.43"
"12","H","Car","yes",1,"0.92","0.33","-0.11"
"13","H","Rea","yes",1,"1.21","0.12","0.01"
"14","A","Bir","yes",1,"1.94","-0.42","-0.40"
"15","A","Bla","yes",0,"1.57","-0.14","-0.55"
"16","H","Der","yes",0,"1.64","-0.20","-0.74"
"17","H","QPR","yes",1,"1.38","-0.01","-0.75"
"18","A","Mid","yes",0,"1.25","0.09","-0.66"
"19","A","Bri","yes",3,"1.81","-0.32","-0.98"
"20","H","Not","yes",1,"1.36","0.01","-0.98"
"21","H","Cov","yes",0,"1.96","-0.43","-1.40"
"22","A","Bou","yes",1,"0.95","0.31","-1.09"
"23","A","Not","yes",0,"1.74","-0.27","-1.36"
"24","A","Hud","yes",3,"1.47","-0.07","-1.43"
"25","H","Wat","yes",1,"1.25","0.09","-1.35"
"26","A","Car","yes",1,"1.67","-0.22","-1.57"
"27","H","Nor","yes",1,"0.53","0.61","-0.96"
"28","H","ShW","yes",3,"1.94","-0.42","-1.38"
"29","A","Rea","yes",3,"1.12","0.18","-1.19"
"30","H","Bir","yes",3,"1.27","0.08","-1.12"
"31","H","Wyc","yes",1,"1.92","-0.40","-1.52"
"32","A","Lut","yes",1,"1.42","-0.03","-1.55"
"33","A","Bar","yes",0,"1.17","0.15","-1.41"
"34","H","PNE","yes",3,"1.12","0.18","-1.23"
"35","H","Bla","yes",0,"1.47","-0.07","-1.30"
"36","A","Der","yes",3,"1.74","-0.27","-1.57"
"37","A","QPR","yes",0,"1.34","0.02","-1.55"
"38","H","Mid","yes",3,"1.44","-0.05","-1.60"
"39","H","Rot","yes",3,"1.44","-0.05","-1.65"
"40","A","Sto","yes",3,"1.36","0.00","-1.65"
"41","H","Swa","yes",0,"0.88","0.35","-1.29"
"42","A","Bre","yes",1,"1.06","0.23","-1.06"
"43","H","Bou","no",NA,"1.01","0.26","-0.80"
"44","A","Wat","no",NA,"0.42","0.69","-0.11"
"45","H","Bri","no",NA,"1.20","0.12","0.01"
"46","A","Cov","no",NA,"1.39","-0.01","0.00"
